Timestamp,node61
h182,0.063077413
h183,0.137304874
h184,0.18477222
h185,0.247849634
h186,0.269512584
h187,0.36827015
h188,0.469894871
h189,0.578209621
h190,0.745141765
h191,0.835935011
h192,0.93724116
h193,0.949028353
h194,0.959222682
h195,0.928639694
h196,0.884358076
h197,0.91557821
h198,0.935966868
h199,0.957629818
h200,0.953488372
h201,0.949984071
h202,0.922905384
h203,0.877030902
h204,0.853775088
h205,0.902198152
h206,0.820006371
h207,0.803759159
h208,0.896145269
h209,0.97037273
h210,0.989805671
h211,0.827970691
h212,0.770309016
h213,0.815546352
h214,0.843262185
h215,0.861420835
h216,0.941382606
h217,0.896782415
h218,0.782096209
h219,0.588722523
h220,0.520229372
h221,0.457151959
h222,0.390888818
h223,0.392800255
h224,0.329722842
h225,0.340554317
h226,0.239248168
h227,0.197515132
h228,0.203568015
h229,0.209620898
h230,0.234469576
h231,0.164383562
h232,0.111819051
h233,0.109907614
h234,0.093341829
h235,0.367951577
h236,0.636508442
h237,0.900605288
h238,0.876075183
h239,0.791653393
h240,0.806944887
h241,0.748646066
h242,0.713921631
h243,0.638738452
h244,0.626951258
h245,0.593182542
h246,0.550812361
h247,0.471806308
h248,0.388021663
h249,0.285122651
h250,0.17903791
h251,0.130933418
h252,0.050971647
h253,0.030901561
h254,0.057343103
h255,0.134119146
h256,0.144632048
h257,0.164702134
h258,0.132207709
h259,0.272061166
h260,0.470850589
h261,0.727938834
h262,0.785919083
h263,0.833067856
h264,0.881809493
h265,0.896463842
h266,0.952214081
h267,0.947754062
h268,0.92131252
h269,0.896145269
h270,0.871615164
h271,0.853137942
h272,0.860146543
h273,0.908251035
h274,0.841350749
h275,0.768079006
h276,0.666454285
h277,0.694807263
h278,0.616119783
h279,0.521503664
h280,0.396941701
h281,0.369544441
h282,0.344058617
h283,0.209620898
h284,0.117553361
h285,0.066900287
h286,0.020070086
h287,0.062121695
h288,0.165976426
h289,0.301369863
h290,0.381013061
h291,0.370500159
h292,0.314112775
h293,0.352978656
h294,0.375915897
h295,0.404906021
h296,0.432303281
h297,0.470532017
h298,0.395030264
h299,0.325899968
h300,0.246893915
h301,0.110226187
h302,0.074227461
h303,0.083784645
h304,0.0866518
h305,0.064033132
h306,0.047467346
h307,0.055431666
h308,0.046511628
h309,0.021025804
h310,0.020070086
h311,0.021981523
h312,0.033768716
h313,0.083147499
h314,0.075820325
h315,0.078368907
h316,0.069448869
h317,0.048423065
h318,0.063395986
h319,0.161516406
h320,0.328129978
h321,0.793883402
h322,0.905065307
h323,0.716788786
h324,0.472443453
h325,0.394074546
h326,0.333864288
h327,0.294679834
h328,0.217585218
h329,0.14367633
h330,0.086970373
h331,0.050015929
h332,0.026122969
h333,0.016565785
h334,0.031857279
h335,0.04555591
h336,0.119464798
h337,0.160560688
h338,0.204842306
h339,0.22809812
h340,0.227142402
h341,0.20643517
h342,0.146543485
h343,0.134756292
h344,0.185409366
h345,0.453966231
h346,0.362535839
h347,0.341191462
h348,0.208346607
h349,0.20293087
h350,0.281299777
h351,0.25199108
h352,0.194010831
h353,0.264733992
h354,0.330359987
h355,0.484549219
h356,0.632048423
h357,0.76967187
h358,0.924179675
h359,0.958585537
h360,0.959859828
h361,0.967187002
h362,0.959222682
h363,0.939789742
h364,0.87798662
h365,0.809812042
h366,0.755017522
h367,0.719974514
h368,0.647021344
h369,0.784963364
h370,0.823192099
h371,0.797387703
h372,0.876393756
h373,0.825740682
h374,0.773813316
h375,0.750557502
h376,0.670595731
h377,0.578209621
h378,0.532016566
h379,0.346288627
h380,0.236381013
h381,0.206116598
h382,0.377827334
h383,0.355208665
h384,0.437081873
h385,0.469257725
h386,0.393118828
h387,0.33067856
h388,0.349792928
h389,0.349155782
h390,0.299139853
h391,0.261548264
h392,0.237973877
h393,0.214080917
h394,0.211532335
h395,0.22459382
h396,0.137623447
h397,0.209302326
h398,0.223319529
h399,0.233195285
h400,0.16533928
h401,0.127429118
h402,0.071041733
h403,0.070086015
h404,0.073590315
h405,0.083466072
h406,0.114367633
h407,0.136986301
h408,0.302962727
h409,0.129340554
h410,0.387384517
h411,0.411914622
h412,0.349474355
h413,0.422746097
h414,0.377190188
h415,0.350430073
h416,0.371455878
h417,0.304237018
h418,0.316661357
h419,0.256451099
h420,0.322077095
h421,0.397578847
h422,0.508442179
h423,0.602421153
h424,0.593182542
h425,0.72061166
h426,0.767760433
h427,0.681427206
h428,0.618986939
h429,0.577572475
h430,0.45842625
h431,0.291494106
h432,0.291494106
h433,0.17107359
h434,0.18126792
h435,0.15737496
h436,0.182223638
h437,0.255495381
h438,0.191143676
h439,0.159286397
h440,0.126473399
h441,0.125517681
h442,0.050971647
h443,0.011468621
h444,0.042370182
h445,0.022300096
h446,0.026441542
h447,0.015291494
h448,0.004460019
h449,0
h450,0
h451,0.327174259
h452,0.652118509
h453,0.973239885
h454,0.976425613
h455,0.957948391
h456,0.982797069
h457,0.996177126
h458,0.995858554
h459,1
h460,0.994902835
h461,0.985027079
h462,0.973877031
h463,0.936285441
h464,0.899968143
h465,0.84835935
h466,0.908251035
h467,0.815864925
h468,0.728257407
h469,0.699904428
h470,0.61803122
h471,0.737177445
h472,0.728257407
h473,0.724753106
h474,0.724753106
h475,0.523733673
h476,0.430710417
h477,0.447276203
h478,0.52564511
h479,0.650207072
h480,0.860783689
h481,0.934055432
h482,0.898375279
h483,0.906976744
h484,0.934692577
h485,0.947116916
h486,0.949346926
h487,0.963682701
h488,0.955399809
h489,0.895508124
h490,0.798343421
h491,0.828289264
h492,0.850270787
h493,0.95093979
h494,0.926091112
h495,0.931506849
h496,0.94297547
h497,0.950302644
h498,0.941064033
h499,0.632366996
h500,0.33067856
h501,0.037910162
h502,0.060210258
h503,0.016884358
h504,0.028671551
h505,0.042688754
h506,0.057980248
h507,0.108633323
h508,0.049697356
h509,0.009238611
h510,0.009875757
h511,0.025485824
h512,0.042370182
h513,0.119464798
h514,0.22459382
h515,0.253902517
h516,0.190825104
h517,0.124880535
h518,0.069130296
h519,0.056387385
h520,0.047785919
h521,0.08091749
h522,0.136667729
h523,0.211213762
h524,0.351067219
h525,0.55527238
h526,0.731443135
h527,0.77763619
h528,0.795157694
h529,0.666454285
h530,0.675374323
h531,0.645747053
h532,0.603695444
h533,0.582032494
h534,0.547626633
h535,0.518636508
h536,0.441860465
h537,0.32844855
h538,0.330041414
h539,0.205798025
h540,0.112456196
h541,0.063714559
h542,0.042688754
h543,0.016565785
h544,0.004778592
h545,0.007008601
h546,0.010194329
h547,0.098120421
h548,0.17903791
h549,0.253265371
h550,0.478496336
h551,0.400764575
h552,0.417967506
h553,0.514495062
h554,0.617075502
h555,0.744186047
h556,0.781777636
h557,0.828289264
h558,0.791016247
h559,0.776680471
h560,0.733035999
h561,0.784007646
h562,0.732717426
h563,0.674100032
h564,0.484230647
h565,0.46639057
h566,0.493469258
h567,0.624721249
h568,0.625358394
h569,0.66932144
h570,0.748646066
h571,0.557502389
h572,0.405224594
h573,0.289901242
h574,0.481044919
h575,0.628862695
h576,0.825740682
h577,0.933099713
h578,0.97833705
h579,0.97833705
h580,0.975151322
h581,0.975469895
h582,0.965912711
h583,0.966549857
h584,0.964956993
h585,0.949665499
h586,0.963682701
h587,0.936922587
h588,0.949665499
h589,0.939471169
h590,0.902198152
h591,0.882765212
h592,0.874163746
h593,0.867792291
h594,0.874800892
h595,0.889455241
h596,0.910481045
h597,0.935329723
h598,0.928002549
h599,0.892322396
h600,0.884358076
h601,0.872889455
h602,0.816820644
h603,0.651799936
h604,0.437081873
h605,0.346925773
h606,0.29308697
h607,0.256132526
h608,0.231602421
h609,0.30105129
h610,0.243389615
h611,0.145587767
h612,0.061803122
h613,0.014017203
h614,0.008601465
h615,0.007008601
h616,0.004460019
h617,0.024530105
h618,0.077731762
h619,0.35807582
h620,0.654029946
h621,0.961771265
h622,0.971009876
h623,0.942656897
h624,0.924816821
h625,0.8700223
h626,0.762344696
h627,0.63969417
h628,0.554316661
h629,0.531060847
h630,0.669958586
h631,0.733354572
h632,0.708505894
h633,0.555590953
h634,0.375597324
h635,0.288626951
h636,0.247531061
h637,0.251353934
h638,0.334820006
h639,0.456833386
h640,0.554316661
h641,0.517362217
h642,0.458107678
h643,0.410321759
h644,0.432303281
h645,0.523096528
h646,0.434214718
h647,0.503663587
h648,0.868429436
h649,0.971647021
h650,0.969735585
h651,0.968779866
h652,0.953806945
h653,0.944568334
h654,0.920993947
h655,0.904746735
h656,0.865243708
h657,0.75023893
h658,0.579165339
h659,0.326218541
h660,0.24976107
h661,0.206116598
h662,0.088563237
h663,0.05702453
h664,0.046193055
h665,0.055113093
h666,0.038228735
h667,0.191780822
h668,0.410640331
h669,0.696081555
h670,0.7400446
h671,0.68302007
h672,0.639057025
h673,0.619942657
h674,0.625676967
h675,0.586173941
h676,0.596686843
h677,0.63395986
h678,0.666772858
h679,0.683975788
h680,0.774131889
h681,0.597642561
h682,0.631092705
h683,0.490920675
h684,0.62822555
h685,0.414144632
h686,0.391207391
h687,0.3899331
h688,0.41956037
h689,0.357120102
h690,0.314112775
h691,0.227460975
h692,0.154189232
h693,0.092704683
h694,0.13794202
h695,0.112137623
h696,0.123924817
h697,0.201019433
h698,0.318254221
h699,0.413826059
h700,0.434533291
h701,0.474992036
h702,0.473399172
h703,0.51768079
h704,0.522777955
h705,0.535839439
h706,0.612934055
h707,0.568333864
h708,0.33290857
h709,0.314431348
h710,0.281936923
h711,0.229372412
h712,0.172985027
h713,0.126473399
h714,0.083784645
h715,0.189869385
h716,0.352978656
h717,0.570563874
h718,0.579165339
h719,0.452054795
h720,0.289264097
h721,0.229053839
h722,0.23829245
h723,0.21439949
h724,0.210258044
h725,0.328767123
h726,0.333545715
h727,0.306785601
h728,0.24976107
h729,0.188913667
h730,0.162153552
h731,0.098438993
h732,0.243389615
h733,0.428798981
h734,0.471806308
h735,0.487097802
h736,0.565785282
h737,0.694170118
h738,0.698630137
h739,0.491239248
h740,0.283848359
h741,0.076776043
h742,0.1299777
h743,0.223000956
h744,0.277476903
h745,0.359668684
h746,0.394393119
h747,0.435807582
h748,0.416056069
h749,0.286715514
h750,0.220452373
h751,0.154189232
h752,0.150366359
h753,0.169162154
h754,0.183816502
h755,0.150047786
h756,0.187957948
h757,0.284485505
h758,0.427524689
h759,0.552405225
h760,0.587766805
h761,0.572793883
h762,0.525007964
h763,0.524689392
h764,0.592545397
h765,0.727301688
h766,0.868429436
h767,0.87798662
h768,0.867155145
h769,0.889773813
h770,0.892322396
h771,0.902198152
h772,0.940108315
h773,0.950302644
h774,0.929913985
h775,0.902198152
h776,0.894233832
h777,0.930869704
h778,0.934055432
h779,0.886588085
h780,0.835616438
h781,0.847722205
h782,0.820324944
h783,0.692258681
h784,0.637464161
h785,0.739407455
h786,0.781140491
h787,0.529786556
h788,0.331315706
h789,0.186046512
h790,0.288626951
h791,0.423701816
h792,0.388658809
h793,0.379101625
h794,0.427843262
h795,0.413188914
h796,0.351067219
h797,0.298821281
h798,0.327174259
h799,0.304237018
h800,0.32494425
h801,0.382924498
h802,0.276839758
h803,0.131889137
h804,0.149092068
h805,0.130614845
h806,0.22809812
h807,0.291812679
h808,0.29308697
h809,0.252946798
h810,0.217266645
h811,0.187957948
h812,0.170436445
h813,0.163427843
h814,0.091111819
h815,0.072634597
h816,0.087926091
h817,0.075501752
h818,0.073908888
h819,0.118190507
h820,0.179993629
h821,0.191780822
h822,0.13794202
h823,0.0866518
h824,0.079006053
h825,0.135074865
h826,0.075183179
h827,0.019114368
h828,0.048104492
h829,0.057343103
h830,0.099076139
h831,0.128066263
h832,0.160879261
h833,0.196240841
h834,0.18477222
h835,0.239248168
h836,0.35234151
h837,0.525326537
h838,0.738451736
h839,0.749601784
h840,0.870978018
h841,0.958585537
h842,0.960815546
h843,0.945842625
h844,0.961452692
h845,0.960178401
h846,0.972921313
h847,0.984708506
h848,0.982478496
h849,0.982159924
h850,0.982478496
h851,0.951258363
h852,0.893596687
h853,0.735584581
h854,0.512583625
h855,0.339598598
h856,0.171710736
h857,0.086333227
h858,0.092067537
h859,0.304874164
h860,0.54157375
h861,0.801210577
h862,0.903472443
h863,0.949984071
h864,0.955081236
h865,0.957629818
h866,0.942338324
h867,0.929913985
h868,0.913985346
h869,0.898693852
h870,0.834979293
h871,0.760751832
h872,0.719018796
h873,0.664861421
h874,0.618986939
h875,0.438356164
h876,0.272061166
h877,0.125517681
h878,0.068811723
h879,0.054157375
h880,0.040777318
h881,0.032494425
h882,0.028352979
h883,0.088563237
h884,0.172029309
h885,0.281936923
h886,0.289264097
h887,0.266645428
h888,0.280025486
h889,0.18126792
h890,0.126791972
h891,0.106403313
h892,0.098438993
h893,0.093023256
h894,0.104810449
h895,0.120420516
h896,0.134756292
h897,0.121376234
h898,0.055431666
h899,0.026122969
h900,0.015291494
h901,0.019114368
h902,0.014654349
h903,0.024530105
h904,0.021344377
h905,0.011787193
h906,0.007008601
h907,0.032175852
h908,0.081873208
h909,0.15737496
h910,0.438037592
h911,0.575979611
h912,0.72411596
h913,0.755017522
h914,0.660401402
h915,0.625676967
h916,0.67155145
h917,0.743867474
h918,0.730168844
h919,0.742593183
h920,0.727620261
h921,0.774131889
h922,0.690665817
h923,0.510353616
h924,0.345651481
h925,0.259318254
h926,0.228416693
h927,0.157693533
h928,0.172347881
h929,0.19496655
h930,0.195922268
h931,0.20643517
h932,0.207072316
h933,0.199426569
h934,0.228735266
h935,0.299458426
h936,0.516406499
h937,0.554953807
h938,0.522777955
h939,0.38770309
h940,0.386428799
h941,0.316661357
h942,0.347881491
h943,0.422108952
h944,0.335138579
h945,0.129659127
h946,0.12201338
h947,0.07295317
h948,0.096846129
h949,0.10608474
h950,0.37400446
h951,0.580121058
h952,0.620898375
h953,0.673462886
h954,0.723160242
h955,0.500796432
h956,0.291494106
h957,0.096527557
h958,0.116597643
h959,0.126154826
h960,0.120101943
h961,0.082828926
h962,0.083784645
h963,0.172029309
h964,0.315705639
h965,0.373367314
h966,0.389614527
h967,0.454603377
h968,0.488372093
h969,0.432940427
h970,0.22809812
h971,0.20643517
h972,0.128066263
h973,0.151959223
h974,0.128066263
h975,0.123287671
h976,0.114686206
h977,0.106403313
h978,0.063395986
h979,0.21089519
h980,0.281936923
h981,0.276202612
h982,0.310927047
h983,0.337687162
h984,0.372093023
h985,0.512902198
h986,0.4800892
h987,0.429436126
h988,0.442497611
h989,0.487416375
h990,0.443134756
h991,0.384517362
h992,0.333227142
h993,0.363491558
h994,0.298821281
h995,0.225868111
h996,0.178400765
h997,0.128384836
h998,0.092067537
h999,0.104810449
h1000,0.143357757
h1001,0.225230965
h1002,0.391525964
h1003,0.355845811
h1004,0.269194011
h1005,0.13571201
h1006,0.188595094
h1007,0.238611023
h1008,0.229372412
h1009,0.298502708
h1010,0.271742593
h1011,0.352022937
h1012,0.408728895
h1013,0.416374642
h1014,0.424657534
h1015,0.400127429
h1016,0.400446002
h1017,0.35234151
h1018,0.222045237
h1019,0.094297547
h1020,0.104491876
h1021,0.133163428
h1022,0.063077413
h1023,0.086014654
h1024,0.098120421
h1025,0.160879261
h1026,0.18477222
h1027,0.149729213
h1028,0.131251991
h1029,0.132844855
h1030,0.215036636
h1031,0.295635553
h1032,0.483912074
h1033,0.534246575
h1034,0.650525645
h1035,0.686842944
h1036,0.719018796
h1037,0.735266008
h1038,0.711373049
h1039,0.681108633
h1040,0.609429755
h1041,0.52564511
h1042,0.532335139
h1043,0.370500159
h1044,0.225549538
h1045,0.104810449
h1046,0.091748965
h1047,0.12774769
h1048,0.119146225
h1049,0.122969098
h1050,0.146862058
h1051,0.178719337
h1052,0.219496655
h1053,0.269831156
h1054,0.283211214
h1055,0.152914941
h1056,0.0866518
h1057,0.085377509
h1058,0.052883084
h1059,0.087926091
h1060,0.065944568
h1061,0.051608793
h1062,0.048104492
h1063,0.083466072
h1064,0.089837528
h1065,0.051608793
h1066,0.136986301
h1067,0.108633323
h1068,0.129340554
h1069,0.155782096
h1070,0.202612297
h1071,0.250079643
h1072,0.274928321
h1073,0.266645428
h1074,0.271105448
h1075,0.312519911
h1076,0.411914622
h1077,0.569608155
h1078,0.786237655
h1079,0.910162472
h1080,0.963045556
h1081,0.966868429
h1082,0.948072635
h1083,0.944886907
h1084,0.945524052
h1085,0.891366677
h1086,0.82892641
h1087,0.683975788
h1088,0.680790061
h1089,0.89391526
h1090,0.883402357
h1091,0.872889455
h1092,0.879898057
h1093,0.89741956
h1094,0.906658171
h1095,0.813634916
h1096,0.780821918
h1097,0.762981841
h1098,0.718700223
h1099,0.518955081
h1100,0.406498885
h1101,0.378783052
h1102,0.448869067
h1103,0.480726346
h1104,0.370818732
h1105,0.190825104
h1106,0.116597643
h1107,0.087288946
h1108,0.071678879
h1109,0.034405862
h1110,0.032494425
h1111,0.031538707
h1112,0.024211532
h1113,0.041733036
h1114,0.07072316
h1115,0.06275884
h1116,0.055750239
h1117,0.197833705
h1118,0.312201338
h1119,0.333545715
h1120,0.371455878
h1121,0.480407773
h1122,0.519273654
h1123,0.373685887
h1124,0.208983753
h1125,0.02389296
h1126,0.038865881
h1127,0.088244664
h1128,0.158967824
h1129,0.262503982
h1130,0.341191462
h1131,0.402994584
h1132,0.497292131
h1133,0.544759478
h1134,0.607199745
h1135,0.755017522
h1136,0.811404906
h1137,0.912073909
h1138,0.913666773
h1139,0.79929914
h1140,0.779866199
h1141,0.741956037
h1142,0.72857598
h1143,0.636827015
h1144,0.465116279
h1145,0.327492832
h1146,0.215355209
h1147,0.298821281
h1148,0.435489009
h1149,0.62822555
h1150,0.869385155
h1151,0.90538388
h1152,0.912392482
h1153,0.894870978
h1154,0.801529149
h1155,0.736221727
h1156,0.715514495
h1157,0.611022619
h1158,0.431984709
h1159,0.375597324
h1160,0.364447276
h1161,0.279069767
h1162,0.258362536
h1163,0.309334183
h1164,0.470532017
h1165,0.566422428
h1166,0.340235744
h1167,0.199107996
h1168,0.079961771
h1169,0.038228735
h1170,0.02739726
h1171,0.264733992
h1172,0.48805352
h1173,0.6967187
h1174,0.474992036
h1175,0.540618031
h1176,0.586811086
h1177,0.770627588
h1178,0.758521822
h1179,0.635552724
h1180,0.569608155
h1181,0.473717745
h1182,0.346288627
h1183,0.244345333
h1184,0.169480726
h1185,0.131889137
h1186,0.06721886
h1187,0.07295317
h1188,0.086970373
h1189,0.0433259
h1190,0.068811723
h1191,0.105447595
h1192,0.174896464
h1193,0.146224912
h1194,0.184453648
h1195,0.186365084
h1196,0.208983753
h1197,0.249123925
h1198,0.673144313
h1199,0.881490921
h1200,0.928958267
h1201,0.905702453
h1202,0.898375279
h1203,0.850270787
h1204,0.852819369
h1205,0.85409366
h1206,0.811723479
h1207,0.803759159
h1208,0.823192099
h1209,0.919719656
h1210,0.818094935
h1211,0.591271105
h1212,0.688435808
h1213,0.575661039
h1214,0.709461612
h1215,0.703408729
h1216,0.820006371
h1217,0.848996496
h1218,0.802484868
h1219,0.692895827
h1220,0.623128385
h1221,0.595093979
h1222,0.768079006
h1223,0.865880854
h1224,0.902835298
h1225,0.925135393
h1226,0.929595413
h1227,0.898693852
h1228,0.8700223
h1229,0.837846448
h1230,0.84039503
h1231,0.803440586
h1232,0.806626314
h1233,0.724434533
h1234,0.637145588
h1235,0.637464161
h1236,0.687798662
h1237,0.660401402
h1238,0.484867792
h1239,0.354890092
h1240,0.202293724
h1241,0.250079643
h1242,0.352660083
h1243,0.339280025
h1244,0.403313157
h1245,0.543803759
h1246,0.709780185
h1247,0.759158968
h1248,0.678878624
h1249,0.634915578
h1250,0.588722523
h1251,0.669958586
h1252,0.790697674
h1253,0.893278114
h1254,0.939471169
h1255,0.956355527
h1256,0.968779866
h1257,0.996495699
h1258,0.948072635
h1259,0.982478496
h1260,0.979292768
h1261,0.948072635
h1262,0.934374004
h1263,0.95890411
h1264,0.970691303
h1265,0.968779866
h1266,0.93724116
h1267,0.683975788
h1268,0.478177764
h1269,0.320165658
h1270,0.529149411
h1271,0.74800892
h1272,0.776043326
h1273,0.886588085
h1274,0.886588085
h1275,0.879898057
h1276,0.877349474
h1277,0.866199427
h1278,0.788786238
h1279,0.687161516
h1280,0.542210895
h1281,0.627588404
h1282,0.590952533
h1283,0.389614527
h1284,0.25422109
h1285,0.204523734
h1286,0.222045237
h1287,0.20293087
h1288,0.153552087
h1289,0.093023256
h1290,0.077094616
h1291,0.208028034
h1292,0.322077095
h1293,0.419241797
h1294,0.55877668
h1295,0.587766805
h1296,0.551449506
h1297,0.4800892
h1298,0.474992036
h1299,0.46639057
h1300,0.495062122
h1301,0.509079325
h1302,0.46288627
h1303,0.382605925
h1304,0.385154508
h1305,0.388658809
h1306,0.300414145
h1307,0.29308697
h1308,0.385473081
h1309,0.352660083
h1310,0.464160561
h1311,0.460337687
h1312,0.41956037
h1313,0.408091749
h1314,0.470532017
h1315,0.643835616
h1316,0.740363173
h1317,0.760114686
h1318,0.690347244
h1319,0.386428799
h1320,0.402357439
h1321,0.535202294
h1322,0.604651163
h1323,0.651162791
h1324,0.614526919
h1325,0.475310608
h1326,0.429436126
h1327,0.410321759
h1328,0.39789742
h1329,0.402994584
h1330,0.249442498
h1331,0.063077413
h1332,0.020707232
h1333,0.007645747
h1334,0.005097165
h1335,0.008282893
h1336,0.010512902
h1337,0.031538707
h1338,0.038228735
h1339,0.15737496
h1340,0.291175534
h1341,0.439311883
h1342,0.175852182
h1343,0.120739089
h1344,0.103217585
h1345,0.076457471
h1346,0.039503026
h1347,0.048423065
h1348,0.043963046
h1349,0.025804396
h1350,0.027078687
h1351,0.041414463
h1352,0.083147499
h1353,0.078368907
h1354,0.130614845
h1355,0.151003504
h1356,0.059891685
h1357,0.053201657
h1358,0.082510354
h1359,0.191143676
h1360,0.216948073
h1361,0.15960497
h1362,0.161516406
h1363,0.201975151
h1364,0.222045237
h1365,0.222045237
h1366,0.345332909
h1367,0.506212169
h1368,0.583625358
h1369,0.684294361
h1370,0.668365722
h1371,0.659764256
h1372,0.592226824
h1373,0.618668366
h1374,0.581395349
h1375,0.514176489
h1376,0.487097802
h1377,0.344695763
h1378,0.486142083
h1379,0.536795158
h1380,0.674100032
h1381,0.793883402
h1382,0.688435808
h1383,0.585218222
h1384,0.552086652
h1385,0.538069449
h1386,0.552723797
h1387,0.489646384
h1388,0.488690666
h1389,0.547626633
h1390,0.557820962
h1391,0.483912074
h1392,0.428798981
h1393,0.365084422
h1394,0.353297228
h1395,0.310927047
h1396,0.233195285
h1397,0.201656579
h1398,0.208028034
h1399,0.216948073
h1400,0.193055113
h1401,0.268556865
h1402,0.242433896
h1403,0.22809812
h1404,0.338324307
h1405,0.279706913
h1406,0.342465753
h1407,0.221726665
h1408,0.185727939
h1409,0.177763619
h1410,0.257406817
h1411,0.508442179
h1412,0.741956037
h1413,0.955718382
h1414,0.983752788
h1415,0.985982797
h1416,0.959859828
h1417,0.004778592
h1418,0.016565785
h1419,0.064670277
h1420,0.117871934
h1421,0.14144632
h1422,0.094934693
h1423,0.174577891
h1424,0.307104173
h1425,0.344695763
h1426,0.265052565
h1427,0.180630774
h1428,0.073590315
h1429,0.035998726
h1430,0.006690029
h1431,0.021981523
h1432,0.023255814
h1433,0.016247212
h1434,0.02389296
h1435,0.340872889
h1436,0.647339917
h1437,0.945524052
h1438,0.892322396
h1439,0.895189551
h1440,0.909525327
h1441,0.943612615
h1442,0.939471169
h1443,0.948391207
h1444,0.95444409
h1445,0.945205479
h1446,0.961452692
h1447,0.952214081
h1448,0.966868429
h1449,0.90761389
h1450,0.926091112
h1451,0.995539981
h1452,0.990761389
h1453,0.992672826
h1454,0.987894234
h1455,0.986938515
h1456,0.9566741
h1457,0.957629818
h1458,0.963364129
h1459,0.887225231
h1460,0.812360624
h1461,0.737814591
h1462,0.800573431
h1463,0.800892004
h1464,0.736540299
h1465,0.516087926
h1466,0.353615801
h1467,0.187957948
h1468,0.095253265
h1469,0.064351704
h1470,0.0433259
h1471,0.034405862
h1472,0.03759159
h1473,0.050653074
h1474,0.053520229
h1475,0.051608793
h1476,0.055113093
h1477,0.055113093
h1478,0.055431666
h1479,0.035998726
h1480,0.01943294
h1481,0.011787193
h1482,0.022300096
h1483,0.033131571
h1484,0.038228735
h1485,0.038228735
h1486,0.087926091
h1487,0.234788149
h1488,0.403313157
h1489,0.471806308
h1490,0.603058299
h1491,0.696400127
h1492,0.778273335
h1493,0.75023893
h1494,0.781777636
h1495,0.846766486
h1496,0.857597961
h1497,0.887225231
h1498,0.852182224
h1499,0.764893278
