H                Wind-60                 Wind-61                 Wind-62
h6689           0.250424448             0.243071042             0.265578635
h6690           0.273061686             0.261229691             0.283382789
h6691           0.375778155             0.377827334             0.359050445
h6692           0.452178834             0.460019114             0.415430267
h6693           0.50311262              0.508760752             0.458456973
h6694           0.485851726             0.488690666             0.393175074
h6695           0.541595925             0.558139535             0.492581602
h6696           0.413695529             0.484549219             0.479228487
h6697           0.394170911             0.484549219             0.513353116
h6698           0.413695529             0.507805033             0.511869436
h6699           0.421901528             0.531060847             0.511869436
h6700           0.376910017             0.458744823             0.410979228
h6701           0.366157329             0.420197515             0.360534125
h6702           0.353989813             0.444090475             0.34272997
h6703           0.315506508             0.441860465             0.356083086
h6704           0.314940577             0.410321759             0.330860534
h6705           0.42303339              0.485186365             0.415430267
h6706           0.343520091             0.345014336             0.302670623
h6707           0.362761743             0.323032813             0.362017804
h6708           0.369552915             0.426887544             0.505934718
h6709           0.439162422             0.497292131             0.669139466
h6710           0.491511036             0.582032494             0.762611276
h6711           0.520090549             0.601784008             0.764094955
h6712           0.556876061             0.638738452             0.787833828
h6713           0.48245614              0.53137942              0.639465875
h6714           0.439728353             0.504937878             0.569732938
h6715           0.283248444             0.342784326             0.364985163
h6716           0.138370119             0.188276521             0.175074184
h6717           0.003961517             0.039821599             0
h6718           0.011601585             0.098438993             0.023738872
h6719           0.033672892             0.135393437             0.054896142
h6720           0.049801924             0.156100669             0.091988131
h6721           0.059705716             0.159923543             0.12611276
h6722           0.144878325             0.245619624             0.28041543
h6723           0.272778721             0.349474355             0.508902077
h6724           0.369552915             0.43102899              0.540059347
h6725           0.374080362             0.441541892             0.456973294
h6726           0.344368987             0.437400446             0.399109792
h6727           0.225806452             0.329085696             0.270029674
h6728           0.179966044             0.254858235             0.181008902
h6729           0.151103565             0.233195285             0.203264095
h6730           0.087153367             0.187320803             0.224035608
h6731           0.04442558              0.098120421             0.114243323
h6732           0.003961517             0.059573112             0.013353116
h6733           0.009620826             0.079006053             0.037091988
h6734           0.041595925             0.095890411             0.053412463
h6735           0.056593096             0.106721886             0.054896142
h6736           0.063101302             0.091430392             0.045994065
h6737           0.056593096             0.076138898             0.037091988
h6738           0.048104131             0.053201657             0.029673591
h6739           0.220713073             0.241796751             0.262611276
h6740           0.354272779             0.374960178             0.442136499
h6741           0.450198076             0.449824785             0.568249258
h6742           0.191850594             0.267601147             0.360534125
h6743           0.123372949             0.169162154             0.283382789
h6744           0.128749293             0.15960497              0.25074184
h6745           0.116864743             0.148454922             0.169139466
h6746           0.11827957              0.139534884             0.136498516
h6747           0.164119977             0.184453648             0.191394659
h6748           0.224391624             0.274928321             0.391691395
h6749           0.350594228             0.351704364             0.370919881
h6750           0.418788908             0.3899331               0.345697329
h6751           0.34295416              0.321439949             0.459940653
h6752           0.269666101             0.255176808             0.339762611
h6753           0.189869836             0.195603695             0.307121662
h6754           0.065365025             0.064033132             0.140949555
h6755           0.024052066             0.030901561             0.043026706
h6756           0.000848896             0.012105766             0.038575668
h6757           0.014714205             0.027715833             0.066765579
h6758           0.114318053             0.119146225             0.166172107
h6759           0.169779287             0.190506531             0.212166172
h6760           0.149122807             0.203568015             0.224035608
h6761           0.177985286             0.221408092             0.301186944
h6762           0.172891907             0.183179356             0.271513353
h6763           0.121675156             0.144632048             0.182492582
h6764           0.064799095             0.088563237             0.090504451
h6765           0.003678551             0.013380057             0.004451039
h6766           0.013299377             0.019751513             0.007418398
h6767           0.030277306             0.025804396             0.025222552
h6768           0.034521788             0.01943294              0.028189911
h6769           0.026032824             0.008601465             0.014836795
h6770           0.034238823             0.016565785             0.019287834
h6771           0.024900962             0.006371456             0.004451039
h6772           0.011318619             0.000637146             0
h6773           0.008205999             0.000637146             0
h6774           0.005376344             0.000318573             0.002967359
h6775           0.005376344             0.000318573             0.004451039
h6776           0.007640068             0.003822874             0.014836795
h6777           0.014714205             0.001274291             0.004451039
h6778           0.006225241             0                       0.002967359
h6779           0.010186757             0                       0.005934718
h6780           0.001131862             0.000318573             0
h6781           0                        0                              0
h6782           0                        0                              0
h6783           0                          0                         0
h6784           0.000565931             0.001274291             0.002967359
h6785           0.011318619             0.015291494             0.020771513
h6786           0.032823995             0.035998726             0.038575668
h6787           0.053763441             0.075820325             0.078635015
h6788           0.083757782             0.129659127             0.117210682
h6789           0.12450481              0.196240841             0.161721068
h6790           0.288624788             0.427843262             0.400593472
h6791           0.602433503             0.678241478             0.740356083
h6792           0.675438596             0.72634597              0.801186944
h6793           0.852009055             0.855686524             0.87537092
h6794           0.897283531             0.870659446             0.867952522
h6795           0.880871534             0.835616438             0.862017804
h6796           0.831352575             0.819369226             0.826409496
h6797           0.745048104             0.769990443             0.795252226
h6798           0.711658178             0.769990443             0.814540059
h6799           0.694680249             0.784963364             0.81305638
h6800           0.702320317             0.772857598             0.81305638
h6801           0.704584041             0.743548901             0.75074184
h6802           0.498868138             0.526600828             0.508902077
h6803           0.38483305              0.388340236             0.304154303
h6804           0.377475948             0.318891367             0.241839763
h6805           0.338143746             0.283529787             0.225519288
h6806           0.386530843             0.33864288              0.332344214
h6807           0.40803622              0.345651481             0.305637982
h6808           0.323429542             0.236699586             0.173590504
h6809           0.211658178             0.134756292             0.108308605
h6810           0.14770798              0.096208984             0.100890208
h6811           0.123089983             0.100031857             0.12462908
h6812           0.089983022             0.103217585             0.12611276
h6813           0.051499717             0.105129022             0.102373887
h6814           0.11516695              0.171710736             0.192878338
h6815           0.198924731             0.256451099             0.225519288
h6816           0.348613469             0.370181586             0.339762611
h6817           0.392756084             0.384835935             0.305637982
h6818           0.371816638             0.359668684             0.348664688
h6819           0.277306169             0.309334183             0.271513353
h6820           0.187040181             0.237973877             0.121661721
h6821           0.109790606             0.193692259             0.108308605
h6822           0.058290889             0.170755018             0.100890208
h6823           0.047821166             0.159923543             0.065281899
h6824           0.062535371             0.160879261             0.03115727
h6825           0.034521788             0.147499204             0.059347181
h6826           0.045557442             0.084103218             0.03115727
h6827           0.021222411             0.052564511             0.011869436
h6828           0.012167516             0.024530105             0.00148368
h6829           0.007074137             0.010831475             0
h6830           0.017260894             0.030582988             0.017804154
h6831           0.037634409             0.058935967             0.059347181
h6832           0.064233164             0.089200382             0.100890208
h6833           0.104131296             0.124880535             0.158753709
h6834           0.117713639             0.14590634              0.178041543
h6835           0.219864177             0.252628226             0.207715134
h6836           0.391624222             0.435807582             0.379821958
h6837           0.631861913             0.6967187               0.6884273
h6838           0.895302773             0.899012424             0.767062315
h6839           0.948217317             0.913985346             0.87388724
h6840           0.71590266              0.676011469             0.841246291
h6841           0.554046406             0.498566422             0.428783383
h6842           0.555744199             0.555590953             0.415430267
h6843           0.489247312             0.496973558             0.434718101
h6844           0.385116016             0.430391845             0.511869436
h6845           0.330220713             0.393755973             0.439169139
h6846           0.41426146              0.450780503             0.459940653
h6847           0.564799095             0.585855368             0.660237389
h6848           0.720430108             0.672188595             0.728486647
h6849           0.49122807              0.431666136             0.535608309
h6850           0.432937182             0.410958904             0.537091988
h6851           0.362195812             0.327174259             0.354599407
h6852           0.446236559             0.421790379             0.428783383
h6853           0.445953594             0.426250398             0.439169139
h6854           0.312393888             0.368588723             0.275964392
h6855           0.424731183             0.482956356             0.37388724
h6856           0.404074703             0.472443453             0.442136499
h6857           0.407187323             0.498884995             0.391691395
h6858           0.428975665             0.50971647              0.350148368
h6859           0.391341256             0.419878942             0.372403561
h6860           0.517826825             0.469894871             0.526706231
h6861           0.809281268             0.659764256             0.808605341
h6862           0.911431805             0.841669321             0.934718101
h6863           0.935200905             0.905065307             0.96884273
h6864           0.965195246             0.945524052             0.980712166
h6865           0.977362762             0.972284167             0.983679525
h6866           0.965478212             0.973239885             0.962908012
h6867           0.932088285             0.968779866             0.942136499
h6868           0.88483305              0.94074546              0.884272997
h6869           0.79909451              0.863650844             0.746290801
h6870           0.747028862             0.813634916             0.661721068
h6871           0.632993775             0.703090156             0.584569733
h6872           0.602433503             0.677604333             0.537091988
h6873           0.489530277             0.560688117             0.455489614
h6874           0.329937748             0.396304556             0.277448071
h6875           0.23967176              0.284485505             0.207715134
h6876           0.266270515             0.288626951             0.152818991
h6877           0.26655348              0.291494106             0.166172107
h6878           0.195529145             0.24976107              0.121661721
h6879           0.122524052             0.159923543             0.06379822
h6880           0.087153367             0.110226187             0.023738872
h6881           0.093944539             0.114367633             0.028189911
h6882           0.122807018             0.121694807             0.048961424
h6883           0.195529145             0.18126792              0.117210682
h6884           0.291454443             0.278432622             0.227002967
h6885           0.413412564             0.413826059             0.372403561
h6886           0.36361064              0.414463205             0.320474777
h6887           0.475099038             0.542210895             0.473293769
h6888           0.610073571             0.651799936             0.62462908
h6889           0.661290323             0.701178719             0.74925816
h6890           0.679683079             0.712965913             0.758160237
h6891           0.724957555             0.732717426             0.827893175
h6892           0.745614035             0.743230328             0.820474777
h6893           0.694680249             0.702134438             0.744807122
h6894           0.644878325             0.690028672             0.716617211
h6895           0.612054329             0.657215674             0.670623145
h6896           0.573005093             0.613889774             0.581602374
h6897           0.438313526             0.476266327             0.439169139
h6898           0.335597057             0.390570245             0.456973294
h6899           0.317204301             0.422427525             0.553412463
h6900           0.430107527             0.442816183             0.608308605
h6901           0.510469723             0.462567697             0.571216617
h6902           0.510752688             0.442497611             0.544510386
h6903           0.441709111             0.402676011             0.46884273
h6904           0.353140917             0.293724116             0.366468843
h6905           0.241086587             0.207072316             0.224035608
h6906           0.203169213             0.190187958             0.198813056
h6907           0.290039615             0.275246894             0.243323442
h6908           0.411431805             0.399490284             0.381305638
h6909           0.567062818             0.560688117             0.602373887
h6910           0.766836446             0.772857598             0.771513353
h6911           0.808432371             0.81873208              0.793768546
h6912           0.879739672             0.902198152             0.878338279
h6913           0.908602151             0.908888181             0.90504451
h6914           0.929824561             0.923542529             0.934718101
h6915           0.917940011             0.913029627             0.930267062
h6916           0.889077533             0.914941064             0.915430267
h6917           0.84606678              0.89391526              0.863501484
h6918           0.804470855             0.845492195             0.771513353
h6919           0.75466893              0.789423383             0.735905045
h6920           0.708262592             0.738451736             0.715133531
h6921           0.643180532             0.643198471             0.612759644
h6922           0.520939445             0.520547945             0.529673591
h6923           0.463214488             0.482637783             0.473293769
h6924           0.33418223              0.331634278             0.34421365
h6925           0.273627617             0.244345333             0.304154303
h6926           0.277023203             0.237018159             0.307121662
h6927           0.395302773             0.329085696             0.274480712
h6928           0.264006791             0.22809812              0.221068249
h6929           0.222976797             0.184453648             0.143916914
h6930           0.150254669             0.129021982             0.091988131
h6931           0.177985286             0.170436445             0.149851632
h6932           0.267119411             0.272379739             0.252225519
h6933           0.418505942             0.436444728             0.403560831
h6934           0.754385965             0.773176171             0.759643917
h6935           0.886247878             0.885313794             0.921364985
h6936           0.946519525             0.938834024             0.959940653
h6937           0.953593662             0.956992673             0.96735905
h6938           0.959535937             0.955718382             0.96735905
h6939           0.958404075             0.964956993             0.962908012
h6940           0.944821732             0.948391207             0.96735905
h6941           0.904357668             0.909206754             0.934718101
h6942           0.813808715             0.855049379             0.881305638
h6943           0.761177136             0.827652119             0.845697329
h6944           0.807300509             0.852500796             0.885756677
h6945           0.849462366             0.861739407             0.884272997
h6946           0.757781551             0.766486142             0.802670623
h6947           0.718449349             0.737177445             0.744807122
h6948           0.691567629             0.703408729             0.808605341
h6949           0.691567629             0.661675693             0.764094955
h6950           0.654499151             0.586811086             0.666172107
h6951           0.602433503             0.518636508             0.553412463
h6952           0.562818336             0.493787831             0.583086053
h6953           0.566213922             0.54730806              0.645400593
h6954           0.535370685             0.522459382             0.635014837
h6955           0.460101868             0.489327811             0.597922849
h6956           0.42614601              0.50175215              0.614243323
h6957           0.436898698             0.558458108             0.6884273
h6958           0.357385399             0.539980886             0.632047478
h6959           0.27221279              0.394393119             0.491097923
h6960           0.23967176              0.337050016             0.421364985
h6961           0.214487832             0.282255495             0.292284866
h6962           0.199490662             0.189869385             0.194362018
h6963           0.196943973             0.170755018             0.18694362
h6964           0.204584041             0.147499204             0.127596439
h6965           0.21024335              0.177126473             0.148367953
h6966           0.163271081             0.166932144             0.197329377
h6967           0.13016412              0.121376234             0.12611276
h6968           0.128183362             0.103217585             0.086053412
h6969           0.046689304             0.038865881             0.025222552
h6970           0.02065648              0.018158649             0.005934718
h6971           0.027730617             0.029308697             0.014836795
h6972           0.03254103              0.056068812             0.075667656
h6973           0.028862479             0.06275884              0.090504451
h6974           0.009337861             0.03759159              0.075667656
h6975           0.001980758             0.027715833             0.025222552
h6976           0.002829655             0.023255814             0.002967359
h6977           0.006508206             0.024211532             0.005934718
h6978           0.005093379             0.019751513             0.007418398
h6979           0.042727787             0.060210258             0.040059347
h6980           0.081494058             0.094934693             0.077151335
h6981           0.122807018             0.125836254             0.121661721
h6982           0.263723826             0.280025486             0.231454006
h6983           0.487266553             0.475629181             0.43620178
h6984           0.774193548             0.740681746             0.691394659
h6985           0.871533673             0.846447913             0.804154303
h6986           0.911431805             0.906339599             0.826409496
h6987           0.942558008             0.952851227             0.919881306
h6988           0.929541596             0.942656897             0.921364985
h6989           0.894453877             0.927683976             0.863501484
h6990           0.848896435             0.875438038             0.793768546
h6991           0.801924165             0.843899331             0.727002967
h6992           0.81352575              0.875438038             0.761127596
h6993           0.806451613             0.889136668             0.823442136
h6994           0.784946237             0.884358076             0.8115727
h6995           0.756649689             0.844536477             0.74925816
h6996           0.746745897             0.819050653             0.802670623
h6997           0.728919072             0.805670596             0.823442136
h6998           0.755517827             0.835616438             0.894658754
h6999           0.775891341             0.863013699             0.903560831
h7000           0.790039615             0.867473718             0.845697329
h7001           0.811544992             0.838165021             0.821958457
h7002           0.742501415             0.791653393             0.738872404
h7003           0.803904924             0.823829245             0.830860534
h7004           0.883135257             0.882765212             0.910979228
h7005           0.977362762             0.971965594             0.985163205
h7006           0.974533107             0.985345651             0.986646884
h7007           0.915959253             0.947116916             0.948071217
h7008           0.759196378             0.84039503              0.903560831
h7009           0.588002264             0.638738452             0.743323442
h7010           0.499434069             0.540299458             0.675074184
h7011           0.527447651             0.548582351             0.672106825
h7012           0.48500283              0.469894871             0.654302671
h7013           0.456706282             0.443134756             0.589020772
h7014           0.367855122             0.356482956             0.465875371
h7015           0.220713073             0.210576617             0.271513353
h7016           0.158743633             0.156419242             0.167655786
h7017           0.194397284             0.218540937             0.255192878
h7018           0.151669496             0.158649251             0.181008902
h7019           0.110922467             0.090793246             0.132047478
h7020           0.063950198             0.043963046             0.078635015
h7021           0.063101302             0.056068812             0.074183976
h7022           0.033106961             0.031538707             0.056379822
h7023           0.007640068             0.014017203             0.017804154
h7024           0.018958687             0.023255814             0.008902077
h7025           0.016129032             0.01943294              0.008902077
h7026           0.007074137             0.010831475             0
h7027           0.014431239             0.027078687             0.020771513
h7028           0.072722128             0.101943294             0.089020772
h7029           0.183927561             0.237018159             0.204747774
h7030           0.228636106             0.216310927             0.175074184
h7031           0.248726655             0.217266645             0.181008902
h7032           0.29909451              0.27588404              0.200296736
h7033           0.345217883             0.289901242             0.284866469
h7034           0.404357668             0.33641287              0.324925816
h7035           0.486417657             0.384835935             0.271513353
h7036           0.382286361             0.326855687             0.255192878
h7037           0.316355405             0.315705639             0.246290801
h7038           0.286644029             0.316661357             0.274480712
h7039           0.258347482             0.303918445             0.24925816
h7040           0.27221279              0.305511309             0.213649852
h7041           0.309281268             0.319209939             0.246290801
h7042           0.145727221             0.154826378             0.149851632
h7043           0.231748727             0.22809812              0.292284866
h7044           0.371250707             0.361261548             0.505934718
h7045           0.49122807              0.495380694             0.62462908
h7046           0.393322015             0.412233195             0.643916914
h7047           0.390775325             0.423383243             0.596439169
h7048           0.349745331             0.398215992             0.572700297
h7049           0.455008489             0.568015291             0.65578635
h7050           0.404074703             0.550493788             0.565281899
h7051           0.380871534             0.503026442             0.479228487
h7052           0.362478778             0.459700542             0.464391691
h7053           0.349462366             0.420197515             0.519287834
h7054           0.40548953              0.456196241             0.5
h7055           0.511035654             0.518955081             0.456973294
h7056           0.632710809             0.6498885               0.505934718
h7057           0.716751556             0.748327493             0.627596439
h7058           0.753820034             0.772539025             0.637982196
h7059           0.649122807             0.678241478             0.59347181
h7060           0.495189587             0.540618031             0.502967359
h7061           0.386813809             0.453010513             0.425816024
h7062           0.376910017             0.432303281             0.378338279
h7063           0.36106395              0.417648933             0.317507418
h7064           0.324561404             0.364128703             0.272997033
h7065           0.337011885             0.377190188             0.222551929
h7066           0.264572722             0.301369863             0.172106825
h7067           0.290888512             0.35234151              0.21810089
h7068           0.276174307             0.347881491             0.229970326
h7069           0.249575552             0.315068493             0.253709199
h7070           0.208262592             0.229690984             0.246290801
h7071           0.205998868             0.236699586             0.256676558
h7072           0.207979626             0.268556865             0.256676558
h7073           0.172608942             0.260273973             0.259643917
h7074           0.157328806             0.262503982             0.267062315
h7075           0.18647425              0.25772539              0.265578635
h7076           0.232597623             0.275565467             0.259643917
h7077           0.295698925             0.31474992              0.246290801
h7078           0.367855122             0.328767123             0.198813056
h7079           0.395585739             0.33067856              0.268545994
h7080           0.435766836             0.446001911             0.559347181
h7081           0.548387097             0.583306786             0.6884273
h7082           0.503678551             0.557183817             0.673590504
h7083           0.546689304             0.587129659             0.645400593
h7084           0.56196944              0.574386747             0.642433234
h7085           0.555744199             0.567378146             0.581602374
h7086           0.490662139             0.503663587             0.464391691
h7087           0.388794567             0.382924498             0.382789318
h7088           0.350028297             0.337368589             0.326409496
h7089           0.467176005             0.468939153             0.46735905
h7090           0.345783814             0.338005734             0.327893175
h7091           0.196661007             0.215673781             0.178041543
h7092           0.061686474             0.058935967             0.06379822
h7093           0.031409168             0.045874482             0.068249258
h7094           0.026598755             0.043007327             0.072700297
h7095           0.037068478             0.047467346             0.090504451
h7096           0.025183928             0.038547308             0.03115727
h7097           0.030277306             0.043963046             0.038575668
h7098           0.023203169             0.028990124             0.03264095
h7099           0.059988681             0.048104492             0.034124629
h7100           0.127617431             0.103854731             0.077151335
h7101           0.225240521             0.197833705             0.161721068
h7102           0.427843803             0.430391845             0.366468843
h7103           0.509620826             0.497610704             0.370919881
h7104           0.659875495             0.638419879             0.571216617
h7105           0.686757216             0.693851545             0.672106825
h7106           0.735993209             0.71264734              0.732937685
h7107           0.668647425             0.689710099             0.741839763
h7108           0.669496321             0.705638738             0.801186944
h7109           0.6508206               0.697355846             0.772997033
h7110           0.613186191             0.697037273             0.725519288
h7111           0.682795699             0.761070405             0.697329377
h7112           0.716468591             0.767123288             0.652818991
h7113           0.696095076             0.714558777             0.675074184
h7114           0.466044143             0.498566422             0.482195846
h7115           0.381437465             0.402994584             0.390207715
h7116           0.313242784             0.307741319             0.247774481
h7117           0.2778721               0.276839758             0.262611276
h7118           0.394170911             0.356801529             0.364985163
h7119           0.537917374             0.49601784              0.520771513
h7120           0.584040747             0.568652437             0.584569733
h7121           0.576683645             0.546670914             0.569732938
h7122           0.513582343             0.490920675             0.537091988
h7123           0.429824561             0.416693214             0.507418398
h7124           0.456140351             0.43102899              0.424332344
h7125           0.588568195             0.53137942              0.284866469
h7126           0.260045274             0.294361262             0.326409496
h7127           0.13893605              0.112774769             0.069732938
h7128           0.092529711             0.063714559             0.045994065
h7129           0.093095642             0.086970373             0.007418398
h7130           0.170345218             0.137304874             0.023738872
h7131           0.268251273             0.256132526             0.089020772
h7132           0.641765705             0.458107678             0.232937685
h7133           0.462931522             0.390570245             0.351632047
h7134           0.486417657             0.441860465             0.458456973
h7135           0.655348048             0.573112456             0.578635015
h7136           0.708545557             0.621854094             0.600890208
h7137           0.740520656             0.654985664             0.528189911
h7138           0.688737974             0.601465435             0.608308605
h7139           0.774759479             0.707868748             0.798219585
h7140           0.872099604             0.831474992             0.916913947
h7141           0.844086022             0.795794839             0.885756677
h7142           0.807583475             0.789423383             0.896142433
h7143           0.764006791             0.746416056             0.847181009
h7144           0.673457838             0.679515769             0.8115727
h7145           0.591397849             0.601784008             0.756676558
h7146           0.478211658             0.527875119             0.663204748
h7147           0.36672326              0.428480408             0.571216617
h7148           0.32852292              0.410003186             0.53264095
h7149           0.362761743             0.470532017             0.545994065
h7150           0.522920204             0.585218222             0.620178042
h7151           0.674306735             0.697992991             0.715133531
h7152           0.690718732             0.739088882             0.814540059
h7153           0.754951896             0.803759159             0.87537092
h7154           0.780418789             0.823829245             0.835311573
h7155           0.811262026             0.83689073              0.804154303
h7156           0.77221279              0.848677923             0.802670623
h7157           0.705432937             0.813953488             0.835311573
h7158           0.70401811              0.780503345             0.804154303
h7159           0.656196944             0.724434533             0.729970326
h7160           0.578098472             0.677604333             0.704747774
h7161           0.455857385             0.559413826             0.645400593
h7162           0.360215054             0.403313157             0.559347181
h7163           0.300792303             0.315705639             0.376854599
h7164           0.276174307             0.266645428             0.378338279
h7165           0.250990379             0.253902517             0.357566766
h7166           0.108375778             0.131889137             0.272997033
h7167           0.057441992             0.061165976             0.121661721
h7168           0.063950198             0.060528831             0.123145401
h7169           0.107243916             0.100669003             0.133531157
h7170           0.144878325             0.13571201              0.137982196
h7171           0.367006225             0.383880217             0.40504451
h7172           0.587436333             0.62376553              0.629080119
h7173           0.807583475             0.857597961             0.823442136
h7174           0.838992643             0.836572157             0.740356083
h7175           0.782116582             0.797706276             0.752225519
h7176           0.75466893              0.773176171             0.764094955
h7177           0.762874929             0.751513221             0.761127596
h7178           0.797396718             0.766804715             0.676557864
h7179           0.818053198             0.799936285             0.71810089
h7180           0.770514997             0.761388977             0.725519288
h7181           0.602433503             0.622809812             0.568249258
h7182           0.445387663             0.488372093             0.391691395
h7183           0.376344086             0.387065945             0.268545994
h7184           0.285229202             0.280662631             0.21810089
h7185           0.465195246             0.421790379             0.419881306
h7186           0.332201471             0.298184135             0.178041543
h7187           0.420486701             0.387384517             0.323442136
h7188           0.320033956             0.326218541             0.445103858
h7189           0.296264856             0.325581395             0.443620178
h7190           0.37549519              0.414144632             0.462908012
h7191           0.43180532              0.479770628             0.488130564
h7192           0.411714771             0.431666136             0.483679525
h7193           0.335880023             0.391207391             0.53264095
h7194           0.346632711             0.379101625             0.584569733
h7195           0.506225241             0.477540618             0.537091988
h7196           0.71024335              0.603695444             0.514836795
h7197           0.956706282             0.756928958             0.519287834
h7198           0.920203735             0.755336094             0.878338279
h7199           0.857385399             0.701815865             0.823442136
h7200           0.726089417             0.656578528             0.667655786
h7201           0.444538766             0.447913348             0.459940653
h7202           0.213355971             0.307422746             0.339762611
h7203           0.243633277             0.225868111             0.31305638
h7204           0.321448783             0.277476903             0.298219585
h7205           0.305319751             0.284485505             0.290801187
h7206           0.233729485             0.191780822             0.136498516
h7207           0.220996038             0.185409366             0.195845697
h7208           0.252971138             0.262503982             0.274480712
h7209           0.114601019             0.147499204             0.198813056
h7210           0.011601585             0.024848678             0.044510386
h7211           0.007923033             0.018158649             0.022255193
h7212           0                       0.010512902             0
h7213           0.000282965             0.005097165             0
h7214           0.000848896             0.002867155             0
h7215           0.012733447             0.027715833             0.022255193
h7216           0.013865308             0.056387385             0.020771513
h7217           0.05631013              0.124880535             0.06231454
h7218           0.079796265             0.196877987             0.172106825
h7219           0.055178268             0.158330679             0.178041543
h7220           0.041878891             0.11627907              0.12611276
h7221           0.039332201             0.076138898             0.019287834
h7222           0.08007923              0.129340554             0.069732938
h7223           0.13893605              0.215992354             0.112759644
h7224           0.205715903             0.304237018             0.229970326
h7225           0.372665535             0.491239248             0.443620178
h7226           0.550650821             0.599872571             0.56231454
h7227           0.626202603             0.630136986             0.608308605
h7228           0.456423316             0.499522141             0.508902077
h7229           0.439728353             0.455877668             0.376854599
h7230           0.359932088             0.393755973             0.299703264
h7231           0.288907753             0.361580121             0.307121662
h7232           0.310130164             0.391525964             0.384272997
h7233           0.305036786             0.369863014             0.323442136
h7234           0.25155631              0.306148455             0.268545994
h7235           0.228070175             0.287989806             0.274480712
h7236           0.237408036             0.223000956             0.207715134
h7237           0.399547255             0.362854412             0.363501484
h7238           0.58007923              0.504300733             0.544510386
h7239           0.649971703             0.559095253             0.617210682
h7240           0.557441992             0.499522141             0.547477745
h7241           0.462365591             0.428798981             0.507418398
h7242           0.382569327             0.37400446              0.431750742
h7243           0.495755518             0.463523415             0.517804154
h7244           0.653650255             0.599553998             0.654302671
h7245           0.855970572             0.781140491             0.845697329
h7246           0.935200905             0.880216629             0.939169139
h7247           0.947368421             0.906976744             0.96884273
h7248           0.954442558             0.937878305             0.973293769
h7249           0.948500283             0.9566741               0.96735905
h7250           0.936615733             0.968461293             0.971810089
h7251           0.939162422             0.957629818             0.971810089
h7252           0.937747595             0.949028353             0.949554896
h7253           0.934352009             0.92927684              0.908011869
h7254           0.930390492             0.916215355             0.866468843
h7255           0.899830221             0.892640968             0.816023739
h7256           0.876061121             0.885632367             0.783382789
h7257           0.821731749             0.814909207             0.71958457
h7258           0.713073005             0.700541574             0.568249258
h7259           0.66893039              0.652437082             0.560830861
h7260           0.567911715             0.510035043             0.502967359
h7261           0.55008489              0.527875119             0.483679525
h7262           0.515846067             0.488690666             0.430267062
h7263           0.498019242             0.442816183             0.403560831
h7264           0.51499717              0.450143358             0.3115727
h7265           0.594793435             0.488690666             0.393175074
h7266           0.622524052             0.524370819             0.359050445
h7267           0.415959253             0.391844536             0.326409496
h7268           0.258347482             0.302325581             0.277448071
h7269           0.149688738             0.255813953             0.210682493
h7270           0.154499151             0.247212488             0.167655786
h7271           0.147142049             0.243389615             0.130563798
h7272           0.17147708              0.3032813               0.130563798
h7273           0.167515563             0.303918445             0.166172107
h7274           0.063101302             0.194329404             0.166172107
h7275           0.065365025             0.19496655              0.191394659
