Timestamp,year,CCT,CVA,ECA,ELU,FRE,LAX,MX,NCT,NE,NVA,NW,PAC,SDG,SW
1,2016,0.02,0.2,0.13,0.03,0.16,0.04,0.05,0.68,0.17,0.06,0.05,0.03,0.39,0.0001
2,2016,0.02,0.24,0.19,0.04,0.15,0.06,0.04,0.64,0.15,0.06,0.05,0.04,0.44,0
3,2016,0.02,0.26,0.26,0.05,0.17,0.1,0.04,0.59,0.13,0.06,0.06,0.06,0.49,0
4,2016,0.03,0.27,0.31,0.05,0.15,0.14,0.05,0.53,0.13,0.05,0.07,0.08,0.53,0
5,2016,0.02,0.26,0.32,0.04,0.11,0.17,0.07,0.45,0.12,0.05,0.08,0.1,0.56,0
6,2016,0.02,0.24,0.31,0.03,0.08,0.2,0.09,0.39,0.11,0.05,0.09,0.11,0.58,0
7,2016,0.03,0.21,0.3,0.03,0.05,0.22,0.09,0.38,0.11,0.06,0.11,0.11,0.56,0
8,2016,0.04,0.2,0.3,0.03,0.03,0.23,0.07,0.37,0.12,0.06,0.15,0.1,0.49,0
9,2016,0.05,0.16,0.25,0.02,0.01,0.2,0.03,0.41,0.11,0.06,0.18,0.07,0.35,0
10,2016,0.03,0.1,0.18,0,0,0.21,0,0.66,0.07,0.05,0.13,0.04,0.34,0
11,2016,0.02,0.09,0.21,0,0,0.21,0,0.73,0.02,0.03,0.09,0.07,0.29,0
12,2016,0.01,0.07,0.25,0,0,0.19,0,0.65,0,0.03,0.1,0.11,0.21,0
13,2016,0,0.04,0.3,0.01,0,0.17,0,0.42,0.01,0.02,0.07,0.16,0.17,0
14,2016,0,0.02,0.28,0.02,0.01,0.16,0,0.19,0.02,0.02,0.05,0.18,0.14,0
15,2016,0,0.01,0.23,0.04,0.04,0.17,0.01,0.14,0.03,0.02,0.05,0.15,0.12,0
16,2016,0,0,0.15,0.07,0.1,0.17,0.03,0.22,0.05,0.03,0.08,0.09,0.1,0
17,2016,0,0,0.11,0.15,0.18,0.16,0.05,0.43,0.07,0.03,0.15,0.04,0.12,0
18,2016,0,0,0.11,0.2,0.23,0.17,0.07,0.67,0.11,0.03,0.21,0.02,0.13,0
19,2016,0,0,0.12,0.19,0.22,0.19,0.08,0.76,0.13,0.03,0.25,0.03,0.13,0
20,2016,0,0,0.13,0.11,0.2,0.18,0.08,0.79,0.12,0.03,0.26,0.04,0.12,0
21,2016,0.01,0.01,0.15,0.03,0.17,0.16,0.08,0.78,0.1,0.03,0.27,0.05,0.1,0
22,2016,0.05,0.01,0.18,0,0.14,0.14,0.06,0.76,0.08,0.03,0.26,0.06,0.09,0
23,2016,0.09,0.02,0.21,0,0.11,0.14,0.04,0.72,0.07,0.03,0.24,0.09,0.08,0
24,2016,0.12,0.03,0.24,0,0.1,0.14,0.03,0.69,0.06,0.03,0.22,0.11,0.07,0
25,2016,0.13,0.04,0.25,0,0.08,0.15,0.02,0.68,0.06,0.03,0.2,0.12,0.06,0
26,2016,0.11,0.04,0.25,0,0.06,0.18,0.01,0.69,0.08,0.03,0.18,0.12,0.05,0
27,2016,0.08,0.04,0.24,0,0.04,0.23,0.01,0.71,0.09,0.04,0.17,0.1,0.04,0
28,2016,0.05,0.04,0.21,0,0.03,0.28,0.02,0.74,0.11,0.05,0.17,0.08,0.04,0
29,2016,0.05,0.04,0.18,0,0.02,0.31,0.02,0.78,0.11,0.06,0.17,0.05,0.03,0
30,2016,0.05,0.04,0.15,0.01,0.02,0.33,0.03,0.81,0.11,0.07,0.17,0.03,0.03,0
31,2016,0.06,0.04,0.12,0.01,0.02,0.34,0.04,0.79,0.1,0.07,0.17,0.02,0.03,0
32,2016,0.06,0.04,0.1,0,0.02,0.3,0.04,0.71,0.1,0.1,0.17,0.02,0.03,0
33,2016,0.05,0.03,0.08,0,0.03,0.21,0.04,0.67,0.07,0.13,0.15,0.02,0.03,0
34,2016,0.02,0.02,0.04,0,0.03,0.17,0.02,0.7,0.02,0.14,0.08,0.01,0.01,0
35,2016,0,0.01,0.03,0,0.01,0.17,0,0.75,0,0.16,0.05,0.01,0.01,0
36,2016,0,0,0.03,0,0.01,0.14,0,0.79,0,0.18,0.03,0.01,0.02,0
37,2016,0,0.01,0.02,0.01,0.01,0.12,0,0.81,0,0.22,0.01,0.02,0.02,0
38,2016,0,0,0.02,0.01,0.03,0.12,0,0.84,0.01,0.28,0.01,0.03,0.01,0
39,2016,0,0,0.01,0.02,0.06,0.13,0,0.87,0.01,0.37,0.01,0.03,0.01,0
40,2016,0,0,0.01,0.03,0.13,0.13,0,0.88,0.02,0.48,0.01,0.03,0.01,0
41,2016,0,0,0.01,0.07,0.23,0.12,0.02,0.89,0.03,0.59,0.03,0.04,0.02,0
42,2016,0,0,0.02,0.11,0.28,0.12,0.03,0.89,0.05,0.72,0.04,0.02,0.03,0
43,2016,0,0,0.01,0.11,0.26,0.13,0.04,0.89,0.06,0.81,0.05,0.01,0.03,0
44,2016,0,0,0.01,0.08,0.21,0.14,0.03,0.89,0.08,0.86,0.08,0,0.04,0
45,2016,0,0,0.01,0.02,0.16,0.15,0.02,0.89,0.11,0.87,0.12,0,0.04,0
46,2016,0.02,0,0.01,0,0.11,0.17,0.02,0.9,0.15,0.87,0.16,0.01,0.05,0
47,2016,0.05,0,0.02,0,0.06,0.18,0.03,0.9,0.16,0.87,0.19,0.02,0.06,0
48,2016,0.08,0,0.03,0,0.03,0.18,0.06,0.9,0.17,0.87,0.21,0.03,0.07,0
49,2016,0.12,0,0.03,0,0.01,0.17,0.08,0.9,0.18,0.88,0.21,0.03,0.09,0
50,2016,0.14,0,0.04,0,0.01,0.17,0.09,0.9,0.18,0.88,0.24,0.03,0.1,0
51,2016,0.11,0.01,0.05,0,0.01,0.17,0.09,0.9,0.2,0.87,0.28,0.03,0.11,0
52,2016,0.08,0.02,0.07,0.01,0.02,0.18,0.08,0.9,0.23,0.86,0.31,0.03,0.13,0
53,2016,0.05,0.03,0.08,0.02,0.04,0.19,0.08,0.9,0.24,0.85,0.32,0.04,0.14,0
54,2016,0.02,0.03,0.08,0.03,0.05,0.19,0.1,0.9,0.24,0.82,0.36,0.05,0.16,0
55,2016,0.01,0.03,0.08,0.04,0.05,0.19,0.12,0.9,0.25,0.78,0.37,0.07,0.18,0
56,2016,0,0.04,0.05,0.05,0.04,0.15,0.11,0.9,0.28,0.71,0.29,0.05,0.2,0
57,2016,0,0.04,0.03,0.03,0.03,0.09,0.08,0.9,0.27,0.65,0.18,0.03,0.19,0
58,2016,0,0.02,0.01,0.02,0.02,0.05,0.04,0.9,0.21,0.58,0.09,0,0.17,0
59,2016,0.01,0.01,0,0.01,0.02,0.05,0.02,0.9,0.16,0.53,0.1,0,0.24,0
60,2016,0.03,0.01,0,0.02,0.06,0.03,0.01,0.9,0.15,0.54,0.15,0,0.34,0
61,2016,0.05,0.01,0,0.03,0.13,0.01,0,0.9,0.14,0.54,0.19,0,0.37,0
62,2016,0.06,0.01,0,0.03,0.19,0.01,0,0.9,0.17,0.47,0.21,0,0.36,0
63,2016,0.04,0,0,0.03,0.23,0.02,0.01,0.9,0.26,0.42,0.24,0,0.31,0
64,2016,0.02,0,0,0.03,0.25,0.04,0.05,0.9,0.32,0.41,0.19,0,0.31,0
65,2016,0.06,0,0,0.04,0.26,0.08,0.14,0.9,0.28,0.44,0.19,0,0.35,0
66,2016,0.11,0.01,0,0.04,0.26,0.11,0.26,0.9,0.26,0.47,0.2,0.01,0.38,0
67,2016,0.14,0.01,0,0.04,0.23,0.11,0.35,0.88,0.27,0.5,0.22,0.02,0.39,0
68,2016,0.15,0.02,0.01,0.05,0.2,0.09,0.33,0.78,0.27,0.56,0.19,0.02,0.42,0
69,2016,0.14,0.05,0.03,0.05,0.17,0.06,0.28,0.49,0.27,0.57,0.17,0.03,0.46,0
70,2016,0.12,0.09,0.05,0.04,0.14,0.04,0.25,0.3,0.22,0.56,0.2,0.06,0.49,0
71,2016,0.1,0.14,0.06,0.02,0.11,0.03,0.22,0.28,0.19,0.48,0.21,0.11,0.51,0
72,2016,0.08,0.18,0.08,0.01,0.08,0.02,0.16,0.36,0.19,0.39,0.21,0.16,0.53,0
73,2016,0.06,0.2,0.08,0,0.06,0.01,0.11,0.38,0.2,0.31,0.2,0.2,0.53,0
74,2016,0.07,0.21,0.09,0.01,0.03,0.01,0.08,0.32,0.19,0.28,0.25,0.24,0.55,0
75,2016,0.06,0.23,0.12,0.02,0.02,0.01,0.06,0.26,0.18,0.3,0.33,0.28,0.57,0
76,2016,0.04,0.24,0.14,0.03,0.01,0.01,0.04,0.21,0.19,0.3,0.38,0.33,0.59,0
77,2016,0.04,0.25,0.16,0.04,0.01,0.01,0.02,0.17,0.19,0.27,0.45,0.38,0.59,0
78,2016,0.06,0.25,0.18,0.04,0.01,0.02,0.01,0.12,0.19,0.27,0.52,0.43,0.59,0
79,2016,0.08,0.23,0.2,0.03,0.01,0.04,0.01,0.09,0.19,0.27,0.53,0.49,0.57,0
80,2016,0.08,0.2,0.18,0.01,0.01,0.04,0.01,0.05,0.19,0.24,0.5,0.49,0.54,0
81,2016,0.06,0.15,0.13,0,0,0.03,0.01,0.04,0.19,0.19,0.45,0.35,0.58,0
82,2016,0.09,0.1,0.09,0,0,0.05,0.01,0.02,0.21,0.13,0.44,0.23,0.66,0
83,2016,0.12,0.13,0.15,0,0,0.08,0.02,0.01,0.24,0.09,0.42,0.19,0.7,0
84,2016,0.14,0.15,0.23,0,0,0.1,0.03,0,0.25,0.09,0.36,0.16,0.71,0
85,2016,0.13,0.17,0.29,0,0,0.1,0.02,0,0.23,0.11,0.33,0.11,0.7,0
86,2016,0.13,0.16,0.33,0.01,0.02,0.11,0,0.02,0.17,0.1,0.37,0.08,0.69,0
87,2016,0.16,0.14,0.36,0.03,0.05,0.12,0,0.04,0.09,0.08,0.38,0.06,0.66,0
88,2016,0.14,0.1,0.31,0.04,0.11,0.09,0,0.08,0.05,0.1,0.36,0.04,0.56,0
89,2016,0.14,0.08,0.26,0.04,0.18,0.08,0.02,0.15,0.06,0.12,0.46,0.03,0.48,0
90,2016,0.18,0.08,0.3,0.05,0.23,0.09,0.07,0.25,0.13,0.14,0.52,0.04,0.49,0
91,2016,0.22,0.09,0.32,0.03,0.23,0.12,0.13,0.31,0.25,0.16,0.53,0.05,0.5,0
92,2016,0.24,0.11,0.34,0.01,0.21,0.12,0.15,0.36,0.32,0.18,0.51,0.06,0.47,0
93,2016,0.19,0.16,0.39,0,0.16,0.11,0.15,0.4,0.33,0.21,0.46,0.07,0.44,0
94,2016,0.14,0.19,0.44,0,0.12,0.1,0.13,0.45,0.33,0.24,0.41,0.12,0.43,0
95,2016,0.12,0.2,0.46,0,0.09,0.1,0.13,0.49,0.33,0.29,0.38,0.22,0.46,0
96,2016,0.1,0.2,0.47,0,0.07,0.09,0.13,0.5,0.33,0.36,0.37,0.36,0.51,0
97,2016,0.09,0.19,0.49,0,0.04,0.09,0.14,0.47,0.34,0.41,0.39,0.49,0.56,0
98,2016,0.1,0.21,0.5,0,0.02,0.09,0.17,0.42,0.35,0.46,0.43,0.48,0.62,0
99,2016,0.13,0.23,0.51,0,0.01,0.09,0.21,0.36,0.35,0.49,0.47,0.45,0.66,0
100,2016,0.16,0.26,0.53,0.01,0.01,0.11,0.22,0.31,0.34,0.5,0.5,0.41,0.69,0
101,2016,0.17,0.29,0.55,0.02,0,0.12,0.21,0.28,0.33,0.49,0.53,0.37,0.69,0
102,2016,0.17,0.3,0.58,0.04,0,0.15,0.2,0.26,0.33,0.46,0.57,0.36,0.68,0
103,2016,0.17,0.3,0.59,0.07,0.01,0.2,0.17,0.25,0.32,0.43,0.59,0.34,0.66,0
104,2016,0.15,0.26,0.54,0.12,0.01,0.26,0.18,0.2,0.31,0.39,0.61,0.34,0.63,0
105,2016,0.11,0.17,0.41,0.14,0.02,0.28,0.21,0.24,0.29,0.34,0.58,0.25,0.59,0
106,2016,0.08,0.14,0.43,0.07,0.02,0.33,0.21,0.33,0.23,0.24,0.47,0.25,0.63,0
107,2016,0.07,0.12,0.5,0.05,0.02,0.4,0.19,0.42,0.17,0.18,0.46,0.35,0.66,0
108,2016,0.06,0.09,0.51,0.07,0.03,0.43,0.16,0.49,0.12,0.16,0.55,0.37,0.67,0
109,2016,0.07,0.07,0.49,0.06,0.04,0.43,0.13,0.52,0.09,0.14,0.59,0.36,0.68,0
110,2016,0.07,0.05,0.47,0.05,0.03,0.42,0.09,0.48,0.07,0.13,0.59,0.33,0.65,0
111,2016,0.07,0.04,0.44,0.04,0.03,0.4,0.04,0.4,0.05,0.13,0.56,0.28,0.62,0
112,2016,0.06,0.03,0.37,0.04,0.03,0.35,0.01,0.41,0.03,0.13,0.5,0.22,0.53,0
113,2016,0.09,0.04,0.29,0.05,0.02,0.32,0,0.44,0.04,0.14,0.6,0.2,0.44,0
114,2016,0.11,0.03,0.29,0.08,0.01,0.34,0,0.5,0.06,0.13,0.67,0.26,0.43,0
115,2016,0.11,0.03,0.29,0.08,0,0.38,0,0.58,0.09,0.11,0.69,0.32,0.42,0
116,2016,0.11,0.04,0.31,0.06,0,0.36,0,0.71,0.11,0.1,0.7,0.35,0.42,0
117,2016,0.11,0.07,0.35,0.03,0,0.33,0,0.81,0.12,0.09,0.71,0.39,0.41,0
118,2016,0.11,0.11,0.4,0,0,0.31,0,0.86,0.16,0.09,0.71,0.43,0.39,0
119,2016,0.11,0.14,0.47,0,0.01,0.3,0,0.88,0.19,0.1,0.71,0.48,0.36,0
120,2016,0.11,0.16,0.55,0,0.04,0.28,0.01,0.88,0.19,0.11,0.7,0.52,0.34,0
121,2016,0.12,0.17,0.61,0.02,0.09,0.28,0.03,0.87,0.18,0.13,0.68,0.56,0.33,0
122,2016,0.12,0.17,0.62,0.05,0.15,0.33,0.05,0.86,0.16,0.17,0.67,0.61,0.31,0
123,2016,0.1,0.18,0.6,0.07,0.15,0.41,0.05,0.85,0.15,0.21,0.67,0.62,0.3,0
124,2016,0.09,0.19,0.57,0.09,0.11,0.49,0.06,0.83,0.14,0.25,0.66,0.57,0.29,0
125,2016,0.08,0.19,0.52,0.1,0.05,0.55,0.08,0.81,0.14,0.26,0.64,0.47,0.28,0
126,2016,0.08,0.19,0.49,0.13,0.02,0.59,0.1,0.8,0.14,0.27,0.61,0.37,0.26,0
127,2016,0.07,0.18,0.45,0.16,0.01,0.61,0.11,0.79,0.15,0.26,0.58,0.28,0.23,0
128,2016,0.08,0.15,0.4,0.22,0.02,0.58,0.12,0.75,0.15,0.25,0.52,0.22,0.2,0
129,2016,0.09,0.1,0.29,0.2,0.04,0.5,0.12,0.72,0.13,0.22,0.42,0.13,0.14,0
130,2016,0.07,0.06,0.23,0.1,0.04,0.59,0.11,0.73,0.1,0.15,0.27,0.1,0.11,0
131,2016,0.05,0.04,0.27,0.05,0.03,0.67,0.08,0.77,0.05,0.09,0.2,0.14,0.1,0
132,2016,0.08,0.02,0.23,0.04,0.02,0.7,0.05,0.8,0.01,0.07,0.16,0.16,0.09,0
133,2016,0.11,0,0.18,0.02,0,0.71,0.03,0.84,0,0.06,0.13,0.15,0.08,0
134,2016,0.12,0,0.14,0.01,0,0.72,0.02,0.87,0,0.05,0.12,0.14,0.06,0
135,2016,0.12,0.02,0.1,0,0,0.73,0,0.89,0,0.05,0.13,0.12,0.04,0
136,2016,0.13,0.04,0.06,0,0,0.71,0,0.9,0,0.05,0.16,0.09,0.03,0
137,2016,0.19,0.07,0.04,0,0.01,0.62,0,0.9,0,0.06,0.18,0.06,0.04,0
138,2016,0.28,0.1,0.05,0,0.03,0.59,0,0.9,0,0.06,0.18,0.04,0.04,0
139,2016,0.35,0.11,0.05,0,0.08,0.56,0,0.9,0,0.06,0.16,0.03,0.04,0
140,2016,0.38,0.07,0.06,0,0.12,0.51,0,0.9,0.04,0.07,0.15,0.03,0.05,0
141,2016,0.37,0.07,0.08,0,0.16,0.43,0,0.9,0.08,0.08,0.13,0.02,0.05,0
142,2016,0.32,0.11,0.08,0,0.19,0.36,0,0.9,0.1,0.08,0.13,0.02,0.06,0
143,2016,0.28,0.14,0.07,0.01,0.18,0.31,0,0.9,0.13,0.08,0.16,0.02,0.07,0
144,2016,0.26,0.18,0.06,0.06,0.17,0.27,0,0.9,0.15,0.07,0.19,0.02,0.09,0
145,2016,0.25,0.24,0.05,0.14,0.18,0.23,0,0.9,0.19,0.07,0.21,0.02,0.1,0
146,2016,0.28,0.28,0.04,0.2,0.19,0.2,0,0.9,0.23,0.06,0.22,0.02,0.12,0
147,2016,0.3,0.33,0.03,0.22,0.22,0.19,0.01,0.9,0.22,0.06,0.22,0.01,0.13,0
148,2016,0.29,0.34,0.02,0.22,0.28,0.17,0.01,0.9,0.18,0.06,0.23,0,0.13,0
149,2016,0.25,0.33,0.01,0.21,0.33,0.16,0.01,0.9,0.13,0.06,0.21,0,0.12,0
150,2016,0.21,0.31,0,0.2,0.37,0.14,0.01,0.89,0.1,0.05,0.16,0,0.12,0
151,2016,0.19,0.27,0,0.2,0.4,0.11,0.01,0.89,0.09,0.05,0.1,0,0.12,0
152,2016,0.18,0.28,0.01,0.2,0.39,0.09,0.01,0.87,0.11,0.05,0.05,0.01,0.11,0
153,2016,0.15,0.24,0.01,0.13,0.32,0.09,0,0.85,0.09,0.05,0.03,0.01,0.08,0
154,2016,0.08,0.15,0,0.04,0.27,0.09,0,0.85,0.05,0.04,0.03,0.01,0.06,0
155,2016,0.09,0.19,0,0.04,0.28,0.16,0,0.85,0.06,0.03,0.05,0.02,0.08,0
156,2016,0.1,0.21,0.02,0.09,0.44,0.23,0,0.85,0.04,0.03,0.13,0.03,0.11,0
157,2016,0.12,0.22,0.04,0.08,0.57,0.32,0,0.83,0.02,0.02,0.19,0.06,0.15,0
158,2016,0.13,0.14,0.05,0.08,0.51,0.34,0.01,0.81,0.01,0.02,0.27,0.07,0.16,0
159,2016,0.12,0.1,0.03,0.06,0.47,0.29,0.02,0.8,0.01,0.02,0.28,0.07,0.13,0
160,2016,0.1,0.06,0.01,0.03,0.42,0.21,0.02,0.82,0.01,0.02,0.26,0.05,0.09,0
161,2016,0.19,0.06,0.01,0.05,0.53,0.19,0.05,0.79,0.01,0.03,0.22,0.06,0.1,0
162,2016,0.22,0.1,0.01,0.1,0.68,0.2,0.06,0.74,0,0.04,0.29,0.1,0.1,0
163,2016,0.22,0.17,0.02,0.05,0.64,0.17,0.06,0.63,0,0.05,0.34,0.15,0.1,0
164,2016,0.26,0.16,0.04,0.01,0.51,0.1,0.09,0.51,0,0.06,0.36,0.19,0.11,0
165,2016,0.35,0.14,0.04,0.02,0.53,0.05,0.16,0.41,0,0.07,0.33,0.23,0.11,0
166,2016,0.41,0.2,0.03,0.05,0.58,0.04,0.21,0.37,0,0.07,0.29,0.24,0.1,0
167,2016,0.42,0.27,0.04,0.12,0.64,0.06,0.23,0.36,0,0.08,0.3,0.23,0.08,0
168,2016,0.4,0.35,0.05,0.23,0.7,0.11,0.25,0.38,0,0.08,0.31,0.23,0.07,0
169,2016,0.35,0.45,0.06,0.32,0.71,0.14,0.26,0.43,0,0.09,0.29,0.22,0.07,0
170,2016,0.28,0.52,0.08,0.35,0.68,0.16,0.24,0.49,0,0.1,0.21,0.24,0.06,0
171,2016,0.2,0.53,0.11,0.36,0.69,0.16,0.21,0.52,0,0.11,0.15,0.26,0.06,0
172,2016,0.12,0.52,0.13,0.34,0.72,0.15,0.19,0.52,0,0.1,0.1,0.27,0.05,0
173,2016,0.07,0.46,0.15,0.34,0.66,0.12,0.21,0.5,0,0.1,0.07,0.28,0.04,0
174,2016,0.04,0.4,0.15,0.38,0.59,0.09,0.21,0.48,0,0.1,0.05,0.31,0.04,0
175,2016,0.02,0.34,0.15,0.37,0.58,0.07,0.2,0.47,0,0.12,0.05,0.34,0.04,0
176,2016,0,0.26,0.13,0.25,0.55,0.06,0.19,0.38,0,0.15,0.04,0.28,0.04,0
177,2016,0,0.15,0.08,0.14,0.49,0.04,0.15,0.32,0,0.17,0.03,0.16,0.03,0
178,2016,0,0.04,0.03,0.11,0.5,0.04,0.11,0.34,0.01,0.2,0.03,0.07,0.04,0
179,2016,0,0.02,0.03,0.15,0.59,0.06,0.12,0.4,0.01,0.21,0.1,0.05,0.07,0
180,2016,0.01,0,0.02,0.18,0.7,0.07,0.14,0.47,0.02,0.23,0.19,0.02,0.1,0
181,2016,0.06,0,0.01,0.2,0.79,0.06,0.16,0.5,0.03,0.25,0.28,0,0.11,0
182,2016,0.13,0.03,0.01,0.26,0.85,0.05,0.16,0.52,0.05,0.27,0.49,0,0.11,0
183,2016,0.11,0.07,0,0.35,0.88,0.05,0.19,0.64,0.05,0.33,0.69,0,0.09,0
184,2016,0.06,0.09,0,0.39,0.89,0.06,0.26,0.75,0.05,0.41,0.74,0,0.06,0
185,2016,0.07,0.09,0,0.33,0.89,0.07,0.35,0.81,0.03,0.52,0.71,0,0.06,0
186,2016,0.12,0.08,0,0.35,0.89,0.09,0.47,0.83,0.02,0.65,0.76,0,0.06,0
187,2016,0.12,0.05,0,0.41,0.87,0.11,0.5,0.84,0.03,0.74,0.75,0,0.06,0
188,2016,0.08,0.04,0.01,0.48,0.84,0.1,0.31,0.84,0.03,0.81,0.72,0,0.05,0
189,2016,0.07,0.06,0.01,0.53,0.84,0.07,0.13,0.85,0.03,0.83,0.73,0,0.04,0
190,2016,0.05,0.07,0.01,0.58,0.84,0.06,0.07,0.85,0.03,0.83,0.76,0,0.04,0
191,2016,0.06,0.09,0.01,0.57,0.82,0.07,0.03,0.85,0.04,0.83,0.77,0,0.06,0
192,2016,0.13,0.11,0.01,0.47,0.77,0.1,0.04,0.85,0.05,0.84,0.76,0.01,0.07,0
193,2016,0.28,0.11,0.01,0.35,0.67,0.12,0.03,0.85,0.08,0.84,0.72,0.03,0.08,0
194,2016,0.44,0.12,0.01,0.33,0.59,0.1,0.06,0.86,0.12,0.86,0.72,0.05,0.08,0
195,2016,0.46,0.19,0.02,0.34,0.65,0.08,0.13,0.87,0.15,0.87,0.72,0.06,0.09,0
196,2016,0.44,0.31,0.04,0.27,0.69,0.08,0.23,0.88,0.17,0.87,0.69,0.05,0.11,0
197,2016,0.43,0.38,0.06,0.2,0.68,0.08,0.38,0.88,0.17,0.87,0.64,0.05,0.14,0
198,2016,0.37,0.46,0.06,0.2,0.73,0.08,0.53,0.89,0.15,0.87,0.56,0.06,0.16,0
199,2016,0.29,0.56,0.07,0.21,0.77,0.06,0.59,0.88,0.11,0.86,0.49,0.08,0.19,0
200,2016,0.21,0.55,0.09,0.16,0.74,0.06,0.58,0.87,0.08,0.85,0.41,0.08,0.2,0
201,2016,0.13,0.41,0.09,0.11,0.65,0.07,0.43,0.87,0.04,0.8,0.33,0.06,0.2,0
202,2016,0.13,0.3,0.07,0.11,0.59,0.08,0.34,0.89,0.02,0.69,0.37,0.03,0.22,0
203,2016,0.18,0.31,0.09,0.18,0.56,0.1,0.27,0.9,0.01,0.58,0.38,0.03,0.33,0
204,2016,0.22,0.28,0.11,0.28,0.59,0.11,0.25,0.9,0.02,0.54,0.42,0.04,0.43,0
205,2016,0.28,0.21,0.13,0.33,0.68,0.1,0.29,0.9,0.05,0.5,0.51,0.07,0.48,0
206,2016,0.3,0.17,0.1,0.45,0.8,0.12,0.42,0.9,0.06,0.48,0.64,0.1,0.51,0
207,2016,0.31,0.15,0.06,0.6,0.87,0.14,0.58,0.9,0.03,0.51,0.66,0.11,0.53,0
208,2016,0.26,0.11,0.03,0.75,0.9,0.15,0.59,0.9,0.02,0.6,0.58,0.1,0.49,0
209,2016,0.14,0.1,0.01,0.83,0.9,0.16,0.56,0.9,0.01,0.68,0.63,0.1,0.47,0
210,2016,0.12,0.11,0.02,0.8,0.9,0.19,0.57,0.9,0.01,0.74,0.72,0.16,0.47,0
211,2016,0.13,0.1,0.03,0.74,0.9,0.24,0.5,0.9,0.01,0.79,0.78,0.2,0.47,0
212,2016,0.13,0.1,0.06,0.74,0.9,0.24,0.44,0.9,0.01,0.85,0.77,0.2,0.45,0
213,2016,0.16,0.1,0.1,0.68,0.9,0.23,0.37,0.89,0.01,0.86,0.74,0.18,0.42,0
214,2016,0.18,0.09,0.14,0.62,0.9,0.22,0.3,0.87,0.01,0.87,0.71,0.15,0.41,0
215,2016,0.19,0.1,0.17,0.58,0.88,0.22,0.25,0.83,0,0.88,0.65,0.1,0.41,0
216,2016,0.19,0.13,0.17,0.54,0.83,0.21,0.19,0.76,0,0.89,0.59,0.07,0.41,0
217,2016,0.19,0.17,0.15,0.5,0.76,0.18,0.15,0.73,0,0.9,0.54,0.05,0.38,0
218,2016,0.17,0.22,0.12,0.46,0.71,0.18,0.12,0.78,0,0.9,0.54,0.05,0.36,0
219,2016,0.15,0.26,0.11,0.44,0.67,0.19,0.11,0.85,0,0.9,0.54,0.05,0.39,0
220,2016,0.12,0.28,0.11,0.41,0.63,0.22,0.11,0.87,0,0.9,0.5,0.05,0.43,0
221,2016,0.1,0.27,0.12,0.38,0.59,0.24,0.1,0.88,0,0.89,0.43,0.05,0.47,0
222,2016,0.07,0.25,0.12,0.34,0.55,0.25,0.08,0.88,0,0.89,0.34,0.05,0.52,0
223,2016,0.05,0.24,0.11,0.31,0.5,0.25,0.06,0.89,0,0.88,0.25,0.05,0.56,0
224,2016,0.03,0.22,0.07,0.26,0.44,0.21,0.05,0.89,0,0.87,0.15,0.03,0.57,0
225,2016,0.02,0.16,0.04,0.13,0.4,0.16,0.03,0.89,0,0.87,0.06,0.01,0.55,0
226,2016,0.01,0.09,0.03,0.08,0.42,0.15,0.01,0.89,0,0.87,0.04,0,0.61,0
227,2016,0.04,0.1,0.08,0.09,0.48,0.15,0,0.89,0,0.86,0.05,0.01,0.67,0
228,2016,0.07,0.11,0.1,0.09,0.59,0.13,0.01,0.89,0.01,0.82,0.07,0.01,0.7,0
229,2016,0.13,0.1,0.11,0.1,0.7,0.13,0.02,0.89,0.01,0.78,0.1,0.01,0.7,0
230,2016,0.13,0.08,0.09,0.14,0.75,0.16,0.04,0.9,0.01,0.75,0.12,0.01,0.67,0
231,2016,0.08,0.06,0.06,0.16,0.79,0.18,0.08,0.9,0.01,0.72,0.12,0,0.61,0
232,2016,0.02,0.03,0.03,0.16,0.78,0.18,0.14,0.9,0.02,0.69,0.12,0,0.53,0
233,2016,0.01,0.01,0.02,0.11,0.75,0.15,0.2,0.9,0.02,0.68,0.16,0.03,0.51,0
234,2016,0,0.01,0.01,0.11,0.7,0.14,0.24,0.9,0.04,0.67,0.18,0.05,0.48,0
235,2016,0,0.01,0,0.12,0.61,0.14,0.23,0.9,0.07,0.7,0.19,0.04,0.44,0
236,2016,0,0.01,0,0.15,0.49,0.13,0.16,0.9,0.13,0.72,0.23,0.03,0.4,0
237,2016,0,0.02,0,0.17,0.42,0.13,0.1,0.89,0.19,0.75,0.3,0.03,0.37,0
238,2016,0.02,0.03,0,0.15,0.34,0.13,0.05,0.88,0.24,0.79,0.37,0.02,0.32,0
239,2016,0.08,0.03,0,0.13,0.26,0.14,0.04,0.87,0.29,0.84,0.49,0.01,0.26,0
240,2016,0.19,0.02,0.01,0.14,0.2,0.14,0.05,0.87,0.34,0.88,0.63,0,0.21,0
241,2016,0.34,0.01,0.01,0.15,0.17,0.15,0.08,0.89,0.36,0.89,0.74,0,0.17,0
242,2016,0.49,0.01,0.01,0.13,0.17,0.18,0.08,0.89,0.42,0.9,0.84,0,0.15,0
243,2016,0.62,0.03,0.01,0.11,0.17,0.22,0.07,0.9,0.46,0.9,0.89,0,0.15,0
244,2016,0.73,0.08,0.01,0.09,0.17,0.23,0.06,0.9,0.48,0.9,0.9,0,0.15,0
245,2016,0.78,0.15,0.01,0.07,0.17,0.22,0.06,0.9,0.5,0.9,0.9,0,0.14,0
