Timestamp,year,CCT,CVA,ECA,ELU,FRE,LAX,MX,NCT,NE,NVA,NW,PAC,SDG,SW
4119,2016,0.77,0.51,0.38,0.19,0.62,0.5,0.9,0.32,0.67,0,0.69,0.31,0.53,0
4120,2016,0.77,0.63,0.53,0.31,0.68,0.54,0.9,0.3,0.68,0.01,0.8,0.48,0.52,0
4121,2016,0.68,0.69,0.67,0.49,0.72,0.56,0.9,0.19,0.69,0.01,0.83,0.71,0.45,0
4122,2016,0.51,0.72,0.72,0.7,0.74,0.57,0.9,0.12,0.68,0.01,0.76,0.85,0.32,0
4123,2016,0.29,0.63,0.67,0.76,0.75,0.53,0.9,0.09,0.62,0.01,0.57,0.87,0.16,0
4124,2016,0.17,0.52,0.69,0.81,0.76,0.47,0.9,0.06,0.49,0.01,0.36,0.78,0.15,0
4125,2016,0.14,0.52,0.74,0.81,0.76,0.47,0.9,0.04,0.49,0.01,0.37,0.76,0.17,0
4126,2016,0.09,0.52,0.74,0.72,0.74,0.49,0.9,0.04,0.49,0.02,0.33,0.75,0.2,0
4127,2016,0.06,0.51,0.71,0.59,0.74,0.52,0.9,0.05,0.5,0.03,0.27,0.78,0.23,0
4128,2016,0.04,0.47,0.65,0.46,0.74,0.55,0.9,0.04,0.51,0.04,0.24,0.77,0.25,0
4129,2016,0.02,0.44,0.6,0.35,0.72,0.55,0.9,0.05,0.51,0.05,0.22,0.73,0.25,0
4130,2016,0.01,0.42,0.54,0.27,0.67,0.54,0.9,0.05,0.5,0.05,0.18,0.68,0.24,0
4131,2016,0,0.4,0.5,0.2,0.57,0.53,0.9,0.05,0.49,0.05,0.16,0.65,0.22,0
4132,2016,0,0.37,0.47,0.15,0.45,0.51,0.9,0.03,0.48,0.05,0.16,0.65,0.2,0
4133,2016,0,0.34,0.44,0.12,0.35,0.49,0.9,0.02,0.44,0.05,0.16,0.66,0.17,0
4134,2016,0,0.28,0.36,0.09,0.27,0.45,0.9,0.01,0.4,0.03,0.13,0.62,0.13,0
4135,2016,0,0.16,0.24,0.05,0.21,0.42,0.9,0,0.34,0.01,0.09,0.59,0.15,0
4136,2016,0,0.11,0.21,0.03,0.2,0.34,0.9,0,0.36,0,0.09,0.43,0.21,0
4137,2016,0,0.06,0.18,0.02,0.22,0.3,0.89,0,0.38,0,0.05,0.38,0.21,0
4138,2016,0,0.03,0.17,0.02,0.25,0.31,0.88,0,0.42,0,0.01,0.37,0.21,0
4139,2016,0.01,0.02,0.19,0.04,0.29,0.32,0.88,0.01,0.48,0,0,0.37,0.24,0
4140,2016,0.04,0.06,0.24,0.08,0.35,0.34,0.89,0.03,0.58,0,0,0.39,0.26,0
4141,2016,0.1,0.14,0.31,0.13,0.44,0.38,0.9,0.09,0.65,0,0,0.45,0.29,0
4142,2016,0.15,0.25,0.4,0.2,0.57,0.48,0.9,0.18,0.68,0,0,0.56,0.28,0
4143,2016,0.22,0.35,0.5,0.3,0.68,0.6,0.9,0.23,0.69,0,0,0.67,0.26,0
4144,2016,0.26,0.46,0.59,0.42,0.74,0.68,0.9,0.23,0.7,0.01,0,0.78,0.24,0
4145,2016,0.29,0.57,0.65,0.57,0.78,0.72,0.9,0.31,0.67,0.01,0.02,0.84,0.22,0
4146,2016,0.28,0.61,0.67,0.69,0.81,0.69,0.9,0.39,0.62,0.01,0.05,0.84,0.2,0
4147,2016,0.23,0.57,0.65,0.71,0.82,0.62,0.9,0.42,0.53,0.01,0.07,0.78,0.16,0
4148,2016,0.19,0.56,0.68,0.75,0.81,0.55,0.9,0.36,0.39,0.01,0.11,0.7,0.2,0
4149,2016,0.16,0.57,0.72,0.74,0.79,0.51,0.9,0.28,0.32,0.01,0.15,0.71,0.21,0
4150,2016,0.1,0.54,0.73,0.64,0.75,0.5,0.9,0.21,0.28,0.01,0.16,0.71,0.21,0
4151,2016,0.06,0.51,0.69,0.54,0.72,0.5,0.9,0.14,0.26,0.02,0.14,0.7,0.21,0
4152,2016,0.03,0.49,0.62,0.45,0.71,0.51,0.9,0.09,0.26,0.03,0.13,0.68,0.2,0
4153,2016,0.01,0.47,0.55,0.38,0.7,0.52,0.9,0.04,0.29,0.04,0.11,0.64,0.2,0
4154,2016,0,0.46,0.47,0.32,0.69,0.52,0.89,0.01,0.34,0.04,0.12,0.62,0.18,0
4155,2016,0,0.44,0.41,0.24,0.61,0.53,0.89,0.01,0.4,0.03,0.13,0.62,0.16,0
4156,2016,0,0.41,0.35,0.16,0.48,0.53,0.89,0.01,0.44,0.04,0.12,0.63,0.14,0
4157,2016,0,0.39,0.3,0.11,0.34,0.51,0.89,0.01,0.46,0.04,0.11,0.64,0.12,0
4158,2016,0,0.33,0.23,0.07,0.23,0.46,0.89,0.02,0.49,0.04,0.08,0.59,0.09,0
4159,2016,0,0.18,0.16,0.04,0.16,0.39,0.89,0.04,0.5,0.02,0.02,0.5,0.06,0
4160,2016,0,0.1,0.12,0.02,0.11,0.29,0.89,0.04,0.54,0.01,0.01,0.41,0.06,0
4161,2016,0,0.04,0.1,0.02,0.1,0.2,0.88,0.03,0.55,0,0,0.27,0.04,0
4162,2016,0,0.01,0.1,0.02,0.11,0.14,0.88,0.02,0.6,0,0,0.21,0.03,0
4163,2016,0,0.01,0.1,0.04,0.14,0.11,0.88,0.01,0.65,0.01,0.01,0.15,0.04,0
4164,2016,0,0.02,0.1,0.06,0.17,0.1,0.89,0.02,0.71,0.02,0.05,0.12,0.05,0
4165,2016,0,0.05,0.1,0.09,0.19,0.11,0.9,0.05,0.79,0.03,0.11,0.12,0.07,0
4166,2016,0.03,0.11,0.11,0.13,0.25,0.15,0.9,0.11,0.81,0.04,0.2,0.13,0.08,0
4167,2016,0.1,0.19,0.13,0.21,0.35,0.2,0.9,0.21,0.82,0.04,0.29,0.14,0.08,0
4168,2016,0.19,0.29,0.16,0.32,0.48,0.25,0.9,0.32,0.84,0.05,0.39,0.16,0.08,0
4169,2016,0.34,0.41,0.21,0.47,0.59,0.32,0.9,0.4,0.83,0.05,0.48,0.2,0.09,0
4170,2016,0.48,0.53,0.29,0.66,0.66,0.42,0.9,0.39,0.84,0.07,0.55,0.33,0.1,0
4171,2016,0.52,0.57,0.37,0.73,0.7,0.53,0.9,0.4,0.78,0.1,0.58,0.47,0.1,0
4172,2016,0.37,0.55,0.5,0.8,0.69,0.6,0.9,0.34,0.64,0.16,0.54,0.57,0.16,0
4173,2016,0.21,0.58,0.55,0.81,0.64,0.61,0.9,0.27,0.64,0.25,0.58,0.58,0.21,0
4174,2016,0.12,0.55,0.52,0.74,0.58,0.6,0.9,0.22,0.62,0.34,0.49,0.56,0.25,0
4175,2016,0.08,0.54,0.48,0.61,0.53,0.56,0.9,0.17,0.59,0.39,0.37,0.53,0.27,0
4176,2016,0.08,0.55,0.44,0.48,0.5,0.53,0.9,0.12,0.56,0.39,0.27,0.48,0.29,0
4177,2016,0.09,0.55,0.39,0.39,0.48,0.5,0.9,0.07,0.52,0.37,0.21,0.46,0.3,0
4178,2016,0.1,0.56,0.35,0.34,0.45,0.47,0.9,0.03,0.51,0.37,0.17,0.46,0.28,0
4179,2016,0.08,0.59,0.33,0.3,0.39,0.45,0.9,0.01,0.52,0.38,0.13,0.47,0.27,0
4180,2016,0.04,0.58,0.32,0.27,0.31,0.43,0.9,0,0.54,0.38,0.11,0.48,0.27,0
4181,2016,0.01,0.54,0.3,0.25,0.25,0.41,0.9,0,0.56,0.37,0.1,0.46,0.25,0
4182,2016,0,0.44,0.24,0.22,0.22,0.36,0.9,0,0.55,0.32,0.07,0.37,0.2,0
4183,2016,0,0.26,0.17,0.18,0.2,0.31,0.9,0,0.52,0.31,0.06,0.24,0.17,0
4184,2016,0,0.22,0.13,0.19,0.21,0.24,0.9,0,0.57,0.31,0.04,0.14,0.19,0
4185,2016,0,0.19,0.12,0.21,0.25,0.2,0.9,0,0.69,0.25,0.02,0.06,0.17,0
4186,2016,0.01,0.14,0.13,0.27,0.32,0.18,0.9,0,0.76,0.18,0,0.02,0.16,0
4187,2016,0.05,0.13,0.16,0.32,0.42,0.17,0.9,0,0.82,0.13,0,0.03,0.15,0
4188,2016,0.12,0.15,0.19,0.38,0.54,0.18,0.9,0,0.87,0.12,0,0.06,0.15,0
4189,2016,0.2,0.23,0.22,0.44,0.64,0.21,0.9,0,0.89,0.13,0,0.06,0.17,0
4190,2016,0.27,0.35,0.28,0.5,0.71,0.27,0.9,0.03,0.88,0.13,0,0.06,0.19,0
4191,2016,0.32,0.49,0.36,0.58,0.78,0.34,0.9,0.1,0.86,0.15,0.02,0.05,0.23,0
4192,2016,0.36,0.61,0.45,0.69,0.85,0.41,0.9,0.26,0.84,0.16,0.05,0.06,0.28,0
4193,2016,0.4,0.71,0.53,0.82,0.89,0.48,0.9,0.47,0.82,0.18,0.11,0.11,0.33,0
4194,2016,0.41,0.75,0.59,0.88,0.9,0.53,0.9,0.61,0.75,0.19,0.25,0.21,0.37,0
4195,2016,0.37,0.72,0.57,0.89,0.9,0.52,0.9,0.65,0.6,0.18,0.44,0.36,0.32,0
4196,2016,0.29,0.72,0.58,0.88,0.9,0.48,0.9,0.61,0.4,0.18,0.46,0.51,0.37,0
4197,2016,0.19,0.74,0.61,0.88,0.9,0.46,0.9,0.54,0.35,0.21,0.36,0.56,0.42,0
4198,2016,0.13,0.72,0.61,0.84,0.9,0.46,0.9,0.48,0.34,0.24,0.27,0.57,0.42,0
4199,2016,0.07,0.69,0.58,0.71,0.89,0.48,0.89,0.46,0.31,0.24,0.22,0.53,0.4,0
4200,2016,0.05,0.64,0.53,0.57,0.84,0.5,0.89,0.46,0.28,0.21,0.2,0.46,0.36,0
4201,2016,0.04,0.6,0.47,0.46,0.74,0.51,0.86,0.45,0.24,0.18,0.19,0.4,0.32,0
4202,2016,0.04,0.55,0.39,0.39,0.65,0.53,0.81,0.4,0.21,0.14,0.16,0.36,0.29,0
4203,2016,0.03,0.52,0.34,0.34,0.6,0.55,0.76,0.33,0.18,0.1,0.14,0.34,0.25,0
4204,2016,0.02,0.5,0.32,0.31,0.56,0.56,0.71,0.22,0.13,0.08,0.12,0.35,0.22,0
4205,2016,0.01,0.48,0.31,0.28,0.53,0.58,0.66,0.09,0.09,0.07,0.11,0.38,0.2,0
4206,2016,0,0.41,0.26,0.23,0.48,0.58,0.6,0.02,0.06,0.03,0.11,0.36,0.15,0
4207,2016,0,0.27,0.18,0.22,0.45,0.58,0.57,0,0.04,0.01,0.12,0.27,0.17,0
4208,2016,0,0.26,0.15,0.2,0.41,0.52,0.56,0,0.06,0,0.11,0.24,0.23,0
4209,2016,0.01,0.19,0.13,0.18,0.42,0.42,0.59,0.01,0.09,0,0.11,0.17,0.26,0
4210,2016,0.06,0.11,0.11,0.18,0.47,0.34,0.66,0.01,0.07,0,0.14,0.11,0.31,0
4211,2016,0.19,0.07,0.1,0.21,0.59,0.31,0.7,0.02,0.03,0,0.22,0.07,0.36,0
4212,2016,0.43,0.1,0.1,0.26,0.73,0.31,0.71,0.05,0.04,0,0.39,0.07,0.4,0
4213,2016,0.7,0.21,0.12,0.33,0.81,0.34,0.75,0.09,0.14,0,0.62,0.11,0.43,0
4214,2016,0.86,0.37,0.19,0.44,0.85,0.42,0.73,0.13,0.26,0,0.76,0.16,0.45,0
4215,2016,0.89,0.53,0.3,0.56,0.88,0.52,0.66,0.14,0.28,0,0.79,0.24,0.47,0
4216,2016,0.9,0.66,0.43,0.69,0.89,0.58,0.55,0.12,0.25,0.01,0.7,0.37,0.5,0
4217,2016,0.89,0.76,0.53,0.8,0.9,0.61,0.46,0.06,0.19,0.01,0.6,0.52,0.52,0
4218,2016,0.85,0.78,0.58,0.86,0.9,0.61,0.36,0.07,0.16,0.02,0.53,0.62,0.52,0
4219,2016,0.81,0.77,0.57,0.89,0.9,0.59,0.27,0.17,0.13,0.03,0.41,0.63,0.42,0
4220,2016,0.64,0.73,0.56,0.89,0.9,0.6,0.21,0.25,0.08,0.05,0.27,0.63,0.48,0
4221,2016,0.45,0.74,0.61,0.89,0.9,0.62,0.18,0.28,0.05,0.08,0.19,0.66,0.53,0
4222,2016,0.32,0.76,0.66,0.84,0.9,0.61,0.15,0.27,0.03,0.11,0.14,0.64,0.55,0
4223,2016,0.25,0.76,0.7,0.71,0.89,0.6,0.12,0.24,0.03,0.12,0.13,0.65,0.57,0
4224,2016,0.21,0.77,0.7,0.56,0.86,0.61,0.12,0.23,0.03,0.13,0.12,0.66,0.58,0
4225,2016,0.2,0.79,0.67,0.43,0.77,0.61,0.13,0.21,0.03,0.13,0.1,0.67,0.59,0
4226,2016,0.23,0.79,0.63,0.4,0.68,0.62,0.12,0.2,0.03,0.15,0.1,0.64,0.53,0
4227,2016,0.28,0.79,0.6,0.4,0.63,0.61,0.09,0.19,0.03,0.15,0.08,0.59,0.48,0
4228,2016,0.32,0.77,0.58,0.39,0.6,0.6,0.08,0.16,0.03,0.14,0.07,0.56,0.46,0
4229,2016,0.32,0.75,0.58,0.38,0.56,0.58,0.09,0.08,0.02,0.13,0.07,0.55,0.44,0
4230,2016,0.31,0.74,0.55,0.38,0.53,0.52,0.08,0.03,0.02,0.1,0.06,0.53,0.38,0
4231,2016,0.38,0.75,0.55,0.42,0.52,0.42,0.06,0.05,0.02,0.08,0.07,0.52,0.46,0
4232,2016,0.48,0.82,0.58,0.36,0.5,0.32,0.05,0.06,0.02,0.09,0.1,0.44,0.59,0
4233,2016,0.48,0.83,0.62,0.26,0.46,0.3,0.04,0.09,0.03,0.1,0.09,0.35,0.63,0
4234,2016,0.5,0.82,0.64,0.22,0.45,0.32,0.06,0.12,0.05,0.1,0.09,0.34,0.68,0
4235,2016,0.57,0.83,0.66,0.27,0.55,0.37,0.08,0.14,0.07,0.09,0.11,0.3,0.74,0
4236,2016,0.6,0.86,0.74,0.31,0.72,0.45,0.14,0.17,0.07,0.09,0.14,0.27,0.77,0
4237,2016,0.62,0.87,0.82,0.33,0.85,0.53,0.17,0.28,0.07,0.09,0.18,0.37,0.77,0
4238,2016,0.65,0.87,0.86,0.4,0.88,0.58,0.22,0.44,0.09,0.1,0.23,0.61,0.76,0
4239,2016,0.65,0.87,0.88,0.55,0.89,0.6,0.3,0.57,0.07,0.11,0.29,0.84,0.75,0
4240,2016,0.62,0.87,0.89,0.67,0.9,0.63,0.34,0.65,0.03,0.12,0.38,0.89,0.74,0
4241,2016,0.58,0.87,0.9,0.75,0.9,0.67,0.32,0.52,0.01,0.14,0.41,0.9,0.73,0
4242,2016,0.48,0.86,0.9,0.8,0.9,0.71,0.28,0.37,0.01,0.16,0.39,0.9,0.72,0
4243,2016,0.29,0.76,0.9,0.79,0.9,0.73,0.21,0.35,0.01,0.19,0.28,0.89,0.58,0
4244,2016,0.16,0.66,0.87,0.73,0.9,0.7,0.16,0.39,0.02,0.21,0.17,0.89,0.4,0
4245,2016,0.07,0.67,0.85,0.8,0.89,0.65,0.13,0.46,0.04,0.25,0.2,0.89,0.29,0
4246,2016,0.04,0.61,0.82,0.8,0.89,0.6,0.11,0.43,0.08,0.3,0.23,0.89,0.22,0
4247,2016,0.03,0.54,0.79,0.76,0.88,0.63,0.1,0.3,0.11,0.32,0.26,0.89,0.18,0
4248,2016,0.04,0.49,0.73,0.7,0.86,0.68,0.09,0.18,0.13,0.31,0.28,0.89,0.16,0
4249,2016,0.05,0.44,0.66,0.64,0.85,0.67,0.09,0.1,0.16,0.27,0.25,0.89,0.16,0
4250,2016,0.05,0.4,0.61,0.58,0.84,0.59,0.08,0.07,0.15,0.23,0.23,0.88,0.14,0
4251,2016,0.04,0.36,0.54,0.52,0.82,0.49,0.06,0.09,0.11,0.22,0.19,0.87,0.13,0
4252,2016,0.01,0.34,0.46,0.48,0.8,0.43,0.05,0.11,0.08,0.21,0.17,0.84,0.12,0
4253,2016,0,0.32,0.38,0.45,0.77,0.38,0.04,0.16,0.05,0.21,0.15,0.8,0.11,0
4254,2016,0,0.27,0.29,0.38,0.78,0.34,0.04,0.21,0.03,0.21,0.1,0.7,0.09,0
4255,2016,0,0.17,0.19,0.35,0.8,0.29,0.04,0.24,0.01,0.26,0.17,0.56,0.09,0
4256,2016,0.01,0.15,0.13,0.32,0.82,0.34,0.05,0.23,0,0.28,0.26,0.48,0.08,0
4257,2016,0.03,0.12,0.09,0.29,0.81,0.42,0.06,0.21,0,0.29,0.29,0.44,0.07,0
4258,2016,0.09,0.09,0.05,0.27,0.81,0.51,0.08,0.21,0,0.28,0.37,0.34,0.09,0
4259,2016,0.19,0.08,0.02,0.27,0.81,0.59,0.12,0.23,0,0.29,0.49,0.27,0.14,0
4260,2016,0.32,0.11,0.01,0.28,0.81,0.66,0.19,0.26,0,0.33,0.63,0.21,0.22,0
4261,2016,0.46,0.17,0.03,0.31,0.83,0.71,0.31,0.34,0.02,0.38,0.75,0.19,0.31,0
4262,2016,0.53,0.24,0.08,0.37,0.87,0.74,0.47,0.46,0.03,0.42,0.83,0.21,0.36,0
4263,2016,0.54,0.29,0.15,0.42,0.89,0.76,0.67,0.57,0.05,0.44,0.86,0.3,0.4,0
4264,2016,0.52,0.32,0.25,0.49,0.9,0.77,0.81,0.64,0.07,0.46,0.88,0.46,0.42,0
4265,2016,0.46,0.34,0.38,0.59,0.9,0.76,0.87,0.56,0.08,0.47,0.87,0.66,0.43,0
4266,2016,0.39,0.35,0.52,0.72,0.9,0.77,0.88,0.41,0.1,0.45,0.83,0.8,0.4,0
4267,2016,0.3,0.32,0.6,0.78,0.9,0.77,0.85,0.41,0.11,0.39,0.72,0.84,0.23,0
4268,2016,0.18,0.37,0.66,0.82,0.9,0.76,0.78,0.46,0.09,0.36,0.48,0.85,0.16,0
4269,2016,0.12,0.4,0.71,0.88,0.9,0.72,0.75,0.51,0.11,0.42,0.43,0.85,0.14,0
4270,2016,0.09,0.38,0.72,0.88,0.9,0.68,0.7,0.55,0.12,0.5,0.35,0.85,0.11,0
4271,2016,0.08,0.35,0.68,0.84,0.9,0.62,0.66,0.58,0.12,0.53,0.24,0.8,0.09,0
4272,2016,0.08,0.31,0.6,0.75,0.89,0.55,0.64,0.56,0.11,0.51,0.15,0.72,0.08,0
4273,2016,0.09,0.27,0.51,0.65,0.87,0.49,0.62,0.51,0.1,0.46,0.09,0.66,0.08,0
4274,2016,0.08,0.26,0.42,0.56,0.85,0.41,0.63,0.47,0.11,0.41,0.05,0.61,0.08,0
4275,2016,0.06,0.27,0.35,0.49,0.81,0.32,0.62,0.45,0.13,0.36,0.03,0.58,0.08,0
4276,2016,0.03,0.27,0.27,0.42,0.76,0.25,0.62,0.41,0.14,0.31,0.01,0.53,0.09,0
4277,2016,0.01,0.27,0.2,0.36,0.7,0.2,0.6,0.43,0.13,0.29,0,0.47,0.08,0
4278,2016,0,0.24,0.12,0.26,0.6,0.16,0.53,0.6,0.1,0.26,0,0.36,0.04,0
4279,2016,0,0.15,0.05,0.21,0.49,0.11,0.46,0.71,0.08,0.3,0,0.23,0.03,0
4280,2016,0,0.11,0.02,0.15,0.43,0.09,0.43,0.82,0.1,0.33,0.02,0.14,0.02,0
4281,2016,0,0.07,0.03,0.1,0.4,0.08,0.46,0.88,0.16,0.35,0.06,0.07,0.03,0
4282,2016,0,0.03,0.04,0.1,0.44,0.08,0.55,0.9,0.22,0.38,0.09,0.03,0.05,0
4283,2016,0.04,0.01,0.07,0.13,0.54,0.08,0.69,0.9,0.29,0.4,0.14,0.01,0.11,0
4284,2016,0.11,0,0.08,0.18,0.68,0.09,0.81,0.9,0.41,0.41,0.23,0.02,0.21,0
4285,2016,0.23,0.01,0.08,0.24,0.78,0.12,0.88,0.9,0.54,0.42,0.36,0.02,0.32,0
4286,2016,0.32,0.04,0.07,0.34,0.83,0.16,0.89,0.9,0.59,0.43,0.5,0.02,0.39,0
4287,2016,0.34,0.09,0.07,0.45,0.87,0.21,0.9,0.9,0.59,0.43,0.62,0.02,0.42,0
4288,2016,0.34,0.16,0.08,0.55,0.89,0.27,0.9,0.9,0.58,0.43,0.69,0.02,0.42,0
4289,2016,0.32,0.24,0.1,0.62,0.89,0.35,0.9,0.88,0.59,0.44,0.71,0.03,0.4,0
4290,2016,0.27,0.29,0.15,0.68,0.89,0.43,0.9,0.66,0.62,0.44,0.66,0.07,0.34,0
4291,2016,0.19,0.27,0.22,0.63,0.89,0.49,0.9,0.41,0.61,0.41,0.46,0.2,0.19,0
4292,2016,0.13,0.32,0.32,0.69,0.88,0.48,0.9,0.22,0.46,0.37,0.28,0.35,0.18,0
4293,2016,0.1,0.38,0.39,0.74,0.87,0.43,0.9,0.13,0.43,0.4,0.25,0.38,0.19,0
4294,2016,0.05,0.41,0.4,0.7,0.85,0.38,0.9,0.1,0.43,0.42,0.21,0.36,0.2,0
4295,2016,0.02,0.44,0.37,0.6,0.82,0.34,0.9,0.1,0.43,0.41,0.18,0.34,0.22,0
4296,2016,0,0.47,0.33,0.51,0.77,0.31,0.9,0.13,0.45,0.39,0.15,0.32,0.24,0
4297,2016,0,0.5,0.29,0.43,0.72,0.3,0.9,0.16,0.48,0.36,0.12,0.3,0.25,0
4298,2016,0,0.51,0.25,0.37,0.66,0.29,0.9,0.2,0.56,0.33,0.09,0.27,0.25,0
4299,2016,0,0.51,0.23,0.29,0.56,0.26,0.9,0.24,0.63,0.3,0.08,0.24,0.24,0
4300,2016,0,0.48,0.2,0.22,0.45,0.21,0.9,0.25,0.64,0.28,0.08,0.2,0.22,0
4301,2016,0,0.46,0.17,0.17,0.36,0.17,0.9,0.17,0.61,0.27,0.08,0.16,0.19,0
4302,2016,0,0.4,0.13,0.11,0.29,0.13,0.89,0.25,0.55,0.23,0.07,0.11,0.14,0
4303,2016,0,0.26,0.08,0.06,0.22,0.1,0.87,0.51,0.49,0.31,0.02,0.05,0.12,0
4304,2016,0,0.2,0.09,0.05,0.18,0.08,0.84,0.63,0.54,0.36,0,0.01,0.16,0
4305,2016,0,0.18,0.11,0.05,0.19,0.06,0.82,0.71,0.66,0.36,0,0.01,0.16,0
4306,2016,0,0.1,0.12,0.06,0.22,0.06,0.8,0.76,0.7,0.36,0,0.03,0.17,0
4307,2016,0.03,0.03,0.13,0.09,0.26,0.07,0.8,0.81,0.73,0.36,0,0.06,0.22,0
4308,2016,0.09,0,0.13,0.13,0.31,0.08,0.82,0.84,0.81,0.38,0.01,0.08,0.29,0
4309,2016,0.17,0,0.11,0.17,0.35,0.09,0.85,0.86,0.88,0.4,0.05,0.07,0.36,0
4310,2016,0.22,0.01,0.11,0.19,0.39,0.12,0.89,0.87,0.89,0.38,0.1,0.07,0.41,0
4311,2016,0.23,0.05,0.13,0.21,0.43,0.16,0.9,0.88,0.9,0.35,0.16,0.06,0.45,0
4312,2016,0.23,0.1,0.15,0.24,0.46,0.21,0.9,0.87,0.9,0.32,0.23,0.05,0.46,0
4313,2016,0.21,0.17,0.19,0.27,0.47,0.25,0.9,0.71,0.9,0.3,0.27,0.03,0.45,0
4314,2016,0.17,0.25,0.28,0.32,0.45,0.28,0.9,0.52,0.9,0.28,0.27,0.02,0.39,0
4315,2016,0.13,0.26,0.36,0.34,0.38,0.31,0.9,0.47,0.87,0.25,0.23,0.03,0.25,0
4316,2016,0.1,0.33,0.49,0.53,0.3,0.34,0.9,0.4,0.75,0.22,0.2,0.08,0.26,0
4317,2016,0.07,0.37,0.53,0.65,0.25,0.34,0.9,0.31,0.63,0.24,0.21,0.14,0.28,0
4318,2016,0.03,0.39,0.49,0.65,0.19,0.35,0.89,0.25,0.52,0.25,0.19,0.18,0.3,0
4319,2016,0.01,0.41,0.44,0.57,0.14,0.36,0.88,0.23,0.43,0.23,0.19,0.21,0.31,0
4320,2016,0,0.43,0.39,0.46,0.1,0.4,0.83,0.24,0.37,0.19,0.23,0.22,0.33,0
4321,2016,0,0.46,0.35,0.37,0.06,0.42,0.77,0.24,0.32,0.16,0.29,0.21,0.35,0
4322,2016,0,0.5,0.3,0.29,0.03,0.44,0.7,0.26,0.33,0.14,0.34,0.2,0.36,0
4323,2016,0,0.53,0.26,0.2,0.01,0.44,0.62,0.29,0.35,0.13,0.36,0.18,0.38,0
4324,2016,0,0.54,0.21,0.14,0,0.44,0.55,0.26,0.35,0.11,0.35,0.17,0.38,0
4325,2016,0.01,0.56,0.17,0.12,0,0.41,0.49,0.16,0.34,0.09,0.34,0.15,0.36,0
4326,2016,0.02,0.53,0.11,0.15,0,0.38,0.43,0.22,0.31,0.05,0.28,0.13,0.25,0
4327,2016,0.01,0.4,0.06,0.13,0,0.34,0.35,0.27,0.22,0.02,0.19,0.09,0.24,0
4328,2016,0.01,0.39,0.05,0.09,0.01,0.25,0.29,0.32,0.15,0.01,0.18,0.04,0.23,0
4329,2016,0.01,0.35,0.06,0.06,0.02,0.21,0.25,0.36,0.15,0.01,0.14,0.01,0.18,0
4330,2016,0,0.25,0.06,0.05,0.03,0.19,0.24,0.41,0.18,0.01,0.09,0,0.15,0
4331,2016,0,0.13,0.06,0.05,0.04,0.19,0.26,0.45,0.2,0.01,0.06,0,0.16,0
4332,2016,0,0.05,0.07,0.07,0.04,0.2,0.32,0.48,0.25,0.01,0.03,0,0.18,0
4333,2016,0,0.02,0.07,0.09,0.05,0.22,0.43,0.44,0.37,0.01,0.01,0,0.21,0
4334,2016,0,0.01,0.07,0.12,0.05,0.26,0.58,0.36,0.5,0.02,0,0,0.24,0
4335,2016,0,0.04,0.09,0.17,0.05,0.32,0.73,0.31,0.61,0.02,0,0,0.26,0
4336,2016,0,0.08,0.11,0.23,0.04,0.38,0.82,0.3,0.69,0.02,0,0.01,0.28,0
4337,2016,0.03,0.13,0.14,0.35,0.03,0.43,0.86,0.31,0.7,0.03,0,0.04,0.3,0
4338,2016,0.09,0.21,0.19,0.52,0.02,0.46,0.87,0.35,0.63,0.05,0,0.12,0.31,0
4339,2016,0.14,0.24,0.26,0.69,0.02,0.45,0.86,0.49,0.51,0.08,0,0.31,0.28,0
4340,2016,0.21,0.32,0.38,0.76,0.02,0.45,0.78,0.51,0.36,0.14,0.09,0.47,0.33,0
4341,2016,0.31,0.39,0.43,0.69,0.02,0.44,0.67,0.41,0.32,0.21,0.22,0.47,0.34,0
4342,2016,0.34,0.39,0.43,0.55,0.01,0.45,0.52,0.29,0.27,0.24,0.34,0.45,0.33,0
4343,2016,0.28,0.36,0.4,0.41,0.01,0.48,0.39,0.21,0.23,0.24,0.45,0.52,0.31,0
4344,2016,0.21,0.31,0.36,0.29,0.02,0.5,0.31,0.16,0.21,0.22,0.52,0.53,0.3,0
4345,2016,0.16,0.26,0.32,0.23,0.02,0.53,0.27,0.1,0.2,0.21,0.57,0.52,0.3,0
4346,2016,0.12,0.2,0.26,0.2,0.02,0.54,0.23,0.05,0.19,0.2,0.57,0.51,0.31,0
4347,2016,0.11,0.15,0.19,0.19,0.01,0.53,0.19,0.03,0.19,0.22,0.55,0.49,0.31,0
4348,2016,0.11,0.11,0.13,0.18,0.01,0.5,0.16,0.02,0.19,0.26,0.55,0.48,0.3,0
4349,2016,0.11,0.08,0.09,0.18,0.01,0.45,0.15,0.02,0.16,0.29,0.54,0.44,0.28,0
4350,2016,0.11,0.08,0.05,0.17,0,0.37,0.15,0.03,0.12,0.25,0.5,0.34,0.19,0
4351,2016,0.07,0.08,0.02,0.13,0,0.3,0.14,0.04,0.06,0.2,0.33,0.21,0.14,0
4352,2016,0.14,0.1,0.01,0.11,0,0.21,0.12,0.06,0.05,0.23,0.24,0.12,0.1,0
4353,2016,0.18,0.12,0.02,0.07,0,0.14,0.09,0.07,0.07,0.26,0.2,0.05,0.05,0
4354,2016,0.15,0.12,0.04,0.04,0,0.13,0.07,0.08,0.09,0.24,0.11,0.01,0.02,0
4355,2016,0.12,0.12,0.06,0.03,0.01,0.13,0.06,0.08,0.12,0.2,0.06,0.01,0.01,0
