nodes,region,infrastruct,pv,wind,coal,oil,nuc,gas,biogas,biomass,ror_large,ror_small,geo,bat_e,bat_p,php_e,php_p,trans
california,CA,ex,9857,5741,101,539,2323,45321,196,552,8071,590.49,906,115,98,3751,12,0
