Timestamp,nuc,lig,coal,ccgt,gas,oil,oth,was,ror,bio,geo
01/03/15 09:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/03/15 10:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/03/15 11:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/03/15 12:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/03/15 01:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/03/15 02:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/03/15 03:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/03/15 04:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/03/15 05:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/03/15 06:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/03/15 07:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/03/15 08:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/03/15 09:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/03/15 10:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/03/15 11:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/04/15 12:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/04/15 01:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/04/15 02:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/04/15 03:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/04/15 04:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/04/15 05:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/04/15 06:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/04/15 07:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/04/15 08:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/04/15 09:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/04/15 10:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/04/15 11:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/04/15 12:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/04/15 01:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/04/15 02:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/04/15 03:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/04/15 04:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/04/15 05:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/04/15 06:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/04/15 07:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/04/15 08:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/04/15 09:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/04/15 10:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/04/15 11:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/05/15 12:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/05/15 01:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/05/15 02:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/05/15 03:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/05/15 04:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/05/15 05:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/05/15 06:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/05/15 07:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/05/15 08:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/05/15 09:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/05/15 10:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/05/15 11:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/05/15 12:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/05/15 01:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/05/15 02:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/05/15 03:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/05/15 04:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/05/15 05:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/05/15 06:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/05/15 07:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/05/15 08:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/05/15 09:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/05/15 10:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/05/15 11:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/06/15 12:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/06/15 01:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/06/15 02:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/06/15 03:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/06/15 04:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/06/15 05:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/06/15 06:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/06/15 07:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/06/15 08:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/06/15 09:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/06/15 10:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/06/15 11:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/06/15 12:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/06/15 01:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/06/15 02:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/06/15 03:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/06/15 04:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/06/15 05:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/06/15 06:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/06/15 07:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/06/15 08:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/06/15 09:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/06/15 10:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/06/15 11:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/07/15 12:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/07/15 01:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/07/15 02:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/07/15 03:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/07/15 04:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/07/15 05:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/07/15 06:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/07/15 07:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/07/15 08:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/07/15 09:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/07/15 10:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/07/15 11:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/07/15 12:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/07/15 01:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/07/15 02:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/07/15 03:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/07/15 04:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/07/15 05:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/07/15 06:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/07/15 07:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/07/15 08:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/07/15 09:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/07/15 10:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/07/15 11:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/08/15 12:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/08/15 01:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/08/15 02:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/08/15 03:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/08/15 04:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/08/15 05:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/08/15 06:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/08/15 07:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/08/15 08:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/08/15 09:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/08/15 10:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/08/15 11:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/08/15 12:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/08/15 01:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/08/15 02:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/08/15 03:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/08/15 04:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/08/15 05:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/08/15 06:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/08/15 07:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/08/15 08:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/08/15 09:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/08/15 10:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/08/15 11:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/09/15 12:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/09/15 01:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/09/15 02:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/09/15 03:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/09/15 04:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/09/15 05:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/09/15 06:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/09/15 07:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/09/15 08:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/09/15 09:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/09/15 10:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/09/15 11:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/09/15 12:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/09/15 01:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/09/15 02:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/09/15 03:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/09/15 04:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/09/15 05:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/09/15 06:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/09/15 07:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/09/15 08:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/09/15 09:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/09/15 10:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/09/15 11:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/10/15 12:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/10/15 01:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/10/15 02:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/10/15 03:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/10/15 04:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/10/15 05:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/10/15 06:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/10/15 07:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/10/15 08:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/10/15 09:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/10/15 10:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/10/15 11:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/10/15 12:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/10/15 01:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/10/15 02:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/10/15 03:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/10/15 04:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/10/15 05:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/10/15 06:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/10/15 07:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/10/15 08:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/10/15 09:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/10/15 10:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/10/15 11:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/11/15 12:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/11/15 01:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/11/15 02:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/11/15 03:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/11/15 04:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/11/15 05:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/11/15 06:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/11/15 07:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/11/15 08:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/11/15 09:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/11/15 10:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/11/15 11:00 AM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
01/11/15 12:00 PM,1,0.85,0.85,0.85,0.85,0.85,0.53,0.65,0.74,0.64,0.15
